"name","playcount"
"DIIV","20"
"Fucked Up","20"
"Talking Heads","20"
"At the Drive-In","19"
"Bikeride","19"
"Delorean","19"
"Descendents","19"
"Destroyer","19"
"Dirty Projectors","19"
"Laraaji","19"
"Myrna","19"
"Paul McCartney","19"
"Sophie","19"
"The Unicorns","19"
"Aaliyah","18"
"Caroline Rose","18"
"Jon Brion","18"
"Miles Davis","18"
"Neil Young","18"
"Nick Murphy / Chet Faker","18"
"The Nerves","18"
"Beulah","17"
"Clairo","17"
"Mk.gee","17"
"Ratatat","17"
"The Cure","17"
"The Who","17"
"XTC","17"
"Adebisi Shank","16"
"Beastie Boys","16"
"Cashmere Cat","16"
"Chromatics","16"
"De Lux","16"
"Erykah Badu","16"
"Generationals","16"
"Goldmund","16"
"Jeff Tweedy","16"
"Mitch Hedberg","16"
"Nite Jewel","16"
"Pixies","16"
"Talkdemonic","16"
"The Polyphonic Spree","16"
"The Supremes","16"
"ASTR","15"
"Coheed and Cambria","15"
"Jimi Hendrix","15"
"Ponytail","15"
"The Streets","15"
"Algernon Cadwallader","14"
"Bibio","14"
"Burial","14"
"Converge","14"
"Emmett kai","14"
"Everclear","14"
"Joe Goddard","14"
"Lorde","14"
"Metronomy","14"
"Mr. Scruff","14"
"San Holo","14"
"Spoon","14"
"The Weeknd","14"
"XXYYXX","14"
"Cayetana","13"
"Deerhunter","13"
"Elvis Costello","13"
"MF DOOM","13"
"Rostam","13"
"The Books","13"
"TV on the Radio","13"
"Alice in Chains","12"
"Angelica Bess","12"
"Bon Iver","12"
"Childish Gambino","12"
"Daft Punk","12"
"Deerhoof","12"
"Discovery","12"
"Don Caballero","12"
"El Guincho","12"
"Glass Candy","12"
"Harry Nilsson","12"
"Helios","12"
"Sondre Lerche","12"
"Tom Rogerson","12"
"Amy Winehouse","11"
"Avey Tare","11"
"Beacon","11"
"Bob Marley & The Wailers","11"
"Capcom Sound Team","11"
"Ester Drang","11"
"Frankie Cosmos","11"
"Future Islands","11"
"Hikes","11"
"Jam City","11"
"Pronoun","11"
"Robyn","11"
"Soccer Mommy","11"
"The Pains of Being Pure at Heart","11"
"The Replacements","11"
"Basil Kirchin","10"
"Black Sabbath","10"
"Bob Dylan","10"
"Brand New","10"
"Christine and the Queens","10"
"Exitmusic","10"
"Foals","10"
"Frank Ocean","10"
"Grandaddy","10"
"Hannah Cohen","10"
"Kero Kero Bonito","10"
"My Brightest Diamond","10"
"Nicki Minaj","10"
"No Rome","10"
"OutKast","10"
"Peter Broderick","10"
"Ramones","10"
"Shlohmo","10"
"Sky Ferreira","10"
"The Dismemberment Plan","10"
"Thom Yorke","10"
"Washed Out","10"
"Wilco","10"
"WU LYF","10"
"YOWLER","10"
"Black Marble","9"
"Bruce Springsteen","9"
"C418","9"
"Death Grips","9"
"DJ Koze","9"
"Elliott","9"
"Hot Chip","9"
"Iasos","9"
"Kllo","9"
"Korn","9"
"Lil B","9"
"Lykke Li","9"
"Modern Diet","9"
"Phèdre","9"
"Phoria","9"
"Pink Floyd","9"
"Sigur Rós","9"
"Tensnake","9"
"The National","9"
"Van Halen","9"
"Atlas Sound","8"
"Balance and Composure","8"
"Basement","8"
"Beck","8"
"Beyoncé","8"
"Cannonball Adderley","8"
"Dakota Suite","8"
"Iggy Pop","8"
"Jay Farrar","8"
"John Talabot","8"
"Julien Baker","8"
"Kacey Musgraves","8"
"Kendrick Lamar","8"
"Majical Cloudz","8"
"My Chemical Romance","8"
"Pile","8"
"Rogue Wave","8"
"Sharon Van Etten","8"
"Starship","8"
"Sun Ra","8"
"The Gentleman Losers","8"
"The Good Life","8"
"The Hold Steady","8"
"The Mars Volta","8"
"Tomberlin","8"
"Ulvo Ensemble","8"
"Volcano Choir","8"
"Wax Stag","8"
"Zarteko Bedros","8"
"Aberfeldy","7"
"Anamanaguchi","7"
"Chalal Houd","7"
"Dawn Richard","7"
"Dusty Springfield","7"
"Foo Fighters","7"
"Glass Animals","7"
"Herbie Hancock","7"
"Javelin","7"
"John Coltrane","7"
"Julie Byrne","7"
"Live","7"
"Milka Arash","7"
"Milton Nascimento","7"
"Porches","7"
"Tears for Fears","7"
"The Decemberists","7"
"The Menzingers","7"
"The Pipes & Drums of Leanisch","7"
"The1988x0","7"
"Tom Tom Club","7"
"Tommy Genesis","7"
"Tyondai Braxton","7"
"Arp","6"
"Billy Bragg","6"
"Bradsmith","6"
"Broods","6"
"Danny Brown","6"
"David Byrne","6"
"Death in Vegas","6"
"Dinosaur Jr.","6"
"Filter","6"
"Flume","6"
"John Maus","6"
"Kindness","6"
"Lana Del Rey","6"
"orion sun","6"
"Reggie and the Full Effect","6"
"Ryan Scott & The Kind Buds","6"
"Sheer Mag","6"
"Stone Temple Pilots","6"
"Thao","6"
"The New Pornographers","6"
"The Smiths","6"
"The Tough Alliance","6"
"Xkorite Sha","6"
"Actress","5"
"Air","5"
"Big Grams","5"
"Billie Eilish","5"
"Cake","5"
"Claud","5"
"Dan Deacon","5"
"Edan","5"
"Ezra Furman","5"
"Gang of Four","5"
"Grant Green","5"
"Guided by Voices","5"
"Janelle Monáe","5"
"Jeremih","5"
"Joe Peshi","5"
"Keith Kenniff","5"
"Led Zeppelin","5"
"Mdou Moctar","5"
"minikit","5"
"Ms. Lauryn Hill","5"
"Nils Frahm","5"
"Patti Smith","5"
"Peter Bjorn and John","5"
"Real Estate","5"
"Satyajit Ray","5"
"slowdanger","5"
"Stars of the Lid","5"
"Susumu Yokota","5"
"The Jesus and Mary Chain","5"
"The Psychedelic Furs","5"
"The Rolling Stones","5"
"Torche","5"
"tricot","5"
"Xiu Xiu","5"
"8-Bit Misfits","4"
"Algiers","4"
"Angel Olsen","4"
"Avi Buffalo","4"
"Boards of Canada","4"
"Bobby Darin","4"
"Bruno Mars","4"
"Can","4"
"Cigarettes After Sex","4"
"Com Truise","4"
"Connan Mockasin","4"
"Conor Oberst","4"
"David Bowie","4"
"Duster","4"
"Elvis Presley","4"
"Floating Points","4"
"Florence + the Machine","4"
"Hailu Mergia","4"
"HAIM","4"
"Jay Som","4"
"John Lennon","4"
"Justice","4"
"Justin Timberlake","4"
"Kimbra","4"
"Langhorne Slim","4"
"Leon Vynehall","4"
"Les Sins","4"
"Lightspeed Champion","4"
"Matthew Dear","4"
"Nancy Priddy","4"
"Neko Case","4"
"Pinkshinyultrablast","4"
"Reigning Sound","4"
"Salto Mira","4"
"Sam Prekop","4"
"Scott Matthews","4"
"Squarepusher","4"
"St. Vincent","4"
"The Avalanches","4"
"The Go! Team","4"
"The Heliocentrics","4"
"The Knife","4"
"The Notorious B.I.G.","4"
"The White Stripes","4"
"The xx","4"
"They Might Be Giants","4"
"Velvet Crush","4"
"Yeah Yeah Yeahs","4"
"Young and Sexy","4"
"Against All Logic","3"
"Akira Kosemura","3"
"Alvvays","3"
"Aqua","3"
"Bright Eyes","3"
"Cat Power","3"
"Cate Le Bon","3"
"Chris Carter","3"
"College","3"
"Department of Eagles","3"
"Diana Ross","3"
"Envy","3"
"Field Music","3"
"Food","3"
"Gas","3"
"Gogol Bordello","3"
"Grace Ives","3"
"Greta Van Fleet","3"
"Guerilla Toss","3"
"Guillermo Gomez","3"
"How to Dress Well","3"
"HYPS","3"
"Jamie xx","3"
"Japanese Breakfast","3"
"Kadhja Bonet","3"
"Kathryn Joseph","3"
"Kavinsky","3"
"Kristin Chenoweth","3"
"Little Dragon","3"
"Lolo Zouaï","3"
"Lowercase Noises","3"
"Madonna","3"
"Madvillain","3"
"Nas","3"
"Objekt","3"
"Pan•American","3"
"Queen","3"
"Romare","3"
"Rush","3"
"Rye Rye","3"
"Saves the Day","3"
"Say Anything","3"
"Simon & Garfunkel","3"
"Slowdive","3"
"Sonny & The Sunsets","3"
"Steve Reich","3"
"Superbody","3"
"Superchunk","3"
"Sweet Trip","3"
"The Killers","3"
"The Kinks","3"
"The Walkmen","3"
"The Whitest Boy Alive","3"
"Tove Lo","3"
"U.S. Girls","3"
"Violent Femmes","3"
"Warpaint","3"
"Weyes Blood","3"
"Wolf Parade","3"
"Yeasayer","3"
"A.C. Newman","2"
"Andréa Daltro","2"
"Andrew Bird","2"
"Beat Happening","2"
"Beatrice Dillon","2"
"Bella Boo","2"
"Bikini Kill","2"
"Black Star","2"
"Bladee","2"
"Blur","2"
"Camp Cope","2"
"Cardi B","2"
"Circa Survive","2"
"Col3trane","2"
"Collective Soul","2"
"Curling","2"
"Daedelus","2"
"Daphni","2"
"Dashboard Confessional","2"
"Diet Cig","2"
"Drexciya","2"
"E Ruscha V","2"
"Electric Light Orchestra","2"
"Emeralds","2"
"Extra Golden","2"
"Fanny","2"
"Fiona Apple","2"
"Fishmans","2"
"Fleet Foxes","2"
"Foxygen","2"
"Frank Sinatra","2"
"Frog","2"
"Fuck Buttons","2"
"Galantis","2"
"Galaxie 500","2"
"Girl Talk","2"
"Goat Mumbles","2"
"GoldLink","2"
"Great Grandpa","2"
"Haddaway","2"
"Hans-Joachim Roedelius","2"
"Harold Budd","2"
"Have a Nice Life","2"
"Hidden Spheres","2"
"Higher Brothers","2"
"Iceage","2"
"Islands","2"
"J Dilla","2"
"Jan Hammer Group","2"
"Jawbreaker","2"
"Jethro Tull","2"
"Joe Henderson","2"
"John Cage","2"
"Jordan Ward","2"
"Jorja Smith","2"
"Joy Division","2"
"Juana Molina","2"
"Jyotitindra Moitra","2"
"Keep Shelly In Athens","2"
"Khalid","2"
"King Crimson","2"
"Kisore Kumar","2"
"KOTA The Friend","2"
"Laurie Spiegel","2"
"Leonard Cohen","2"
"Loscil","2"
"Lucrecia Dalt","2"
"Maggie Rogers","2"
"Maribou State","2"
"Mark Morrison","2"
"Mineral","2"
"Monster Rally","2"
"Mr Twin Sister","2"
"Neon Indian","2"
"Nicolai Dunger","2"
"Noname","2"
"O Terno","2"
"Ólafur Arnalds","2"
"Ought","2"
"Pantha du Prince","2"
"Perfume Genius","2"
"Peter Sarstedt","2"
"Pinback","2"
"Pole","2"
"Portugal. The Man","2"
"Powder","2"
"Prefab Sprout","2"
"Purity Ring","2"
"Ra Ra Riot","2"
"Red House Painters","2"
"Ride","2"
"Rival Consoles","2"
"sad13","2"
"Samo DJ","2"
"Santigold","2"
"Seefeel","2"
"Severed Heads","2"
"Simian Mobile Disco","2"
"Siouxsie and the Banshees","2"
"Sir Was","2"
"Sleater-Kinney","2"
"Smino","2"
"Solange","2"
"Spooky Black","2"
"Stars","2"
"Steve Gunn","2"
"Still Woozy","2"
"Sun Kil Moon","2"
"Sunny Day Real Estate","2"
"Suzanne Doucet, Christian Buehner","2"
"T-Pain","2"
"Taylor McFerrin","2"
"Television","2"
"Texas Is the Reason","2"
"Thaiboy Digital","2"
"The Beta Band","2"
"The Flys","2"
"The Innocence Mission","2"
"The Isley Brothers","2"
"The Naked and Famous","2"
"The Roots","2"
"The Stone Roses","2"
"The Wallflowers","2"
"To Rococo Rot","2"
"Todd Rundgren","2"
"Underworld","2"
"Unknown Mortal Orchestra","2"
"Vampire Weekend","2"
"Vetiver","2"
"Via App","2"
"Vilayat Khan","2"
"Xenia Rubinos","2"
"Young Fathers","2"
"...And You Will Know Us by the Trail of Dead","1"
"00110100 01010100","1"
"2Pac","1"
"4TLR","1"
"77:78","1"
"A Place to Bury Strangers","1"
"A. G. Cook","1"
"Aaron Dilloway","1"
"ABBA","1"
"Acid Pauli","1"
"Aesop Rock","1"
"Aether","1"
"AFX","1"
"Airiel","1"
"Aix Em Klemm","1"
"AK","1"
"Aleksi Perälä","1"
"Alessio Bax","1"
"Alex Cameron","1"
"Alexis Weissenberg","1"
"Alkaline Trio","1"
"All Saints","1"
"alt-J","1"
"Aly & AJ","1"
"Ana Guerra","1"
"Ana Roxanne","1"
"And The Kids","1"
"Anderson .Paak","1"
"Andrew Applepie","1"
"Andy Stott","1"
"Anemone","1"
"Annuals","1"
"Anouar Brahem","1"
"Antarctigo Vespucci","1"
"Antonio Williams","1"
"Arcade Fire","1"
"Archie Bell and The Drells","1"
"Attic Abasement","1"
"Augustine","1"
"Autre Ne Veut","1"
"Aye Nako","1"
"BADBADNOTGOOD","1"
"Balam Acab","1"
"Bandolero","1"
"Baths","1"
"Beenie Man","1"
"Ben E. King","1"
"Bengalfuel","1"
"Beno Cho","1"
"Berhana","1"
"Big Black","1"
"Bill Withers","1"
"Billy Joel","1"
"Bing & Ruth","1"
"Bitcrush","1"
"Black Country, New Road","1"
"Black Kids","1"
"Black Moth Super Rainbow","1"
"Blair","1"
"Blas Galindo","1"
"Blockhead","1"
"Blue Iverson","1"
"Bob Dorough","1"
"Bowery Electric","1"
"Box Car Racer","1"
"Boy Harsher","1"
"Boye & Sigvardt","1"
"Brazilian Girls","1"
"Brothomstates","1"
"Cage the Elephant","1"
"Candy Claws","1"
"Car Seat Headrest","1"
"Carl Craig","1"
"Carlos Pasini Hansen","1"
"Catherine Zeta-Jones","1"
"Cautious Clay","1"
"Chad VanGaalen","1"
"CHAI","1"
"Chairlift","1"
"Chastity Belt","1"
"Cheikha Rimitti","1"
"Cherry Glazerr","1"
"Chihei Hatakeyama","1"
"Christian Kjellvander","1"
"Christian Lee Hutson","1"
"Christina Vantzou","1"
"Chrome Sparks","1"
"Chumbawamba","1"
"Citizen","1"
"City of Caterpillar","1"
"Clarence Clarity","1"
"Clark","1"
"Clean Bandit","1"
"Clown Core","1"
"Coil","1"
"Colleen","1"
"Coma Cinema","1"
"Computer Says NO","1"
"Copeland","1"
"Corameleviv","1"
"COS/MES","1"
"Craft Spells","1"
"Crumb","1"
"Cut Copy","1"
"Cymande","1"
"Cymbals Eat Guitars","1"
"D'Marc Cantu","1"
"Dallas Acid","1"
"Dance Gavin Dance","1"
"Daniel Avery","1"
"Daniel Johnston","1"
"Daniel Rossen","1"
"Daphne","1"
"Darius Rucker","1"
"Dauwd","1"
"David Glen Eisley","1"
"David Guetta","1"
"Day Wave","1"
"De Leon","1"
"Dean Blunt","1"
"Dean Martin","1"
"Dear Nora","1"
"Declan McKenna","1"
"Dennis Wilson","1"
"Desire","1"
"Digits","1"
"Dilly Dally","1"
"Dirty Art Club","1"
"Dishwalla","1"
"Dita Von Teese","1"
"DJ Shadow","1"
"DJDS","1"
"Don Toliver","1"
"Don't Dj","1"
"Donnie & Joe Emerson","1"
"Dorothy Ashby","1"
"Downtown Boys","1"
"Drop Nineteens","1"
"Drum & Lace","1"
"Dzeko","1"
"Ecco2K","1"
"Ed Thigpen","1"
"Ed Tullett","1"
"Efdemin","1"
"Einstürzende Neubauten","1"
"El-P","1"
"Electric Youth","1"
"Eli Keszler","1"
"Elskavon","1"
"Emerson, Lake & Palmer","1"
"Emily Reo","1"
"Emily Yacina","1"
"Empress Of","1"
"Eno - Moebius - Roedelius","1"
"Escort","1"
"Esmé Patterson","1"
"Evanescence","1"
"Everyone Everywhere","1"
"Fall Out Boy","1"
"Fartbarf","1"
"Father John Misty","1"
"Felix Laband","1"
"Fever Ray","1"
"Fila Brazillia","1"
"Fleetwood Mac","1"
"Floral Tattoo","1"
"Forest Swords","1"
"Frances Quinlan","1"
"Francis Bebey","1"
"Francisco de Salinas","1"
"Frank Black","1"
"Frank Glazer","1"
"Frank Zappa","1"
"Freddie Gibbs","1"
"Fugazi","1"
"Gary Numan","1"
"Gary Wilson","1"
"Geoff Zanelli","1"
"George Clanton","1"
"Gesaffelstein","1"
"Gia Margaret","1"
"Gigi Masin","1"
"Glassjaw","1"
"GoGo Penguin","1"
"Gold Panda","1"
"Gravediggaz","1"
"Grouplove","1"
"Gum","1"
"Harvey Danger","1"
"Hayley Kiyoko","1"
"Heaven","1"
"Helado Negro","1"
"Henry Flynt","1"
"Hnny","1"
"Hope Tala","1"
"Hot Sugar","1"
"Human Bell","1"
"Human Tetris","1"
"Hundred Waters","1"
"IAMDDB","1"
"Iberia","1"
"Illuminati Hotties","1"
"Inner Wave","1"
"J-E-T-S","1"
"Jack Lee","1"
"James","1"
"Jane Birkin","1"
"Janet Jackson","1"
"Jean-Luc Ponty","1"
"JEFF the Brotherhood","1"
"Jenny Hval","1"
"Jeremy Enigk","1"
"Jerry Paper","1"
"Jessica Lea Mayfield","1"
"Jessita Reyes","1"
"Jim-E Stack","1"
"Jodi","1"
"Jodphur Sikh Temple Congregation","1"
"John Adams","1"
"Johnny Mathis","1"
"Johnny Utah","1"
"Jonathan Fire*Eater","1"
"Jonny Greenwood","1"
"Jordan Rakei","1"
"Jordann","1"
"Joyce Manor","1"
"jules etienne","1"
"Julian Arcas","1"
"Julianna Barwick","1"
"Justin Caruso","1"
"K-Line","1"
"Kaitlyn Aurelia Smith","1"
"Kali Uchis","1"
"Karamika","1"
"Káryyn","1"
"Kelly Clarkson","1"
"Kelly Moran","1"
"Kettenkarussell","1"
"Kevin Shields","1"
"KH","1"
"Kim Petras","1"
"King Woman","1"
"KISH!","1"
"Kishi Bashi","1"
"Koushik","1"
"Kurt Vile","1"
"La Goony Chonga","1"
"LA Priest","1"
"Land of Talk","1"
"Lata Mangeshkar","1"
"Late of the Pier","1"
"Lauren Daigle","1"
"Leifur James","1"
"Leikeli47","1"
"Lemuria","1"
"Leonard Bernstein","1"
"Less Than Jake","1"
"Levi Patel","1"
"Liars","1"
"Lifetones","1"
"Linkin Park","1"
"Linkwood","1"
"Lone","1"
"Loose Fur","1"
"Lord of the Isles","1"
"Loredana Bertè","1"
"Louis Cole","1"
"Loyle Carner","1"
"Lucy Dacus","1"
"LVL UP","1"
"M.I.L.K.","1"
"Madalyn Merkey","1"
"Malibu Chamber Players, Hal Ott, Maria Newman & Scott Hosfeld","1"
"Malibu Chamber Players, Scott Hosfeld, Maria Newman & Hal Ott","1"
"Manchester Orchestra","1"
"Mandy Patinkin","1"
"Manfred Mann Chapter Three","1"
"Mannequin Pussy","1"
"Marco Bernardi","1"
"Marina","1"
"Marissa Nadler","1"
"Markus Krunegård","1"
"Marlowe","1"
"Marsheaux","1"
"Martha Reeves & The Vandellas","1"
"Marvin Gaye","1"
"Mary Lattimore","1"
"Matchbox Twenty","1"
"Matt Berninger","1"
"mclusky","1"
"Meadowlark","1"
"Merry Clayton","1"
"MG","1"
"Michael Bublé","1"
"Michael Rault","1"
"Middle Kids","1"
"Midlake","1"
"Millencolin","1"
"Minutemen","1"
"Miya Folick","1"
"Mocky","1"
"Mønic","1"
"Mount Eerie","1"
"Mouse on Mars","1"
"MUNA","1"
"mxmtoon","1"
"N.Y House'n Authroity","1"
"Narlai Village Troubador","1"
"Natalie Prass","1"
"Nathan Salsburg","1"
"Nine Inch Nails","1"
"Nitemoves","1"
"No Age","1"
"Nonkeen","1"
"Norman O'Connor","1"
"Nosaj Thing","1"
"object blue","1"
"Ochre","1"
"Octaviano Yañez","1"
"OK Go","1"
"Oliver Coates","1"
"Open Mike Eagle","1"
"Pacific Coliseum","1"
"Parquet Courts","1"
"Patrice Rushen","1"
"Patrick Cowley","1"
"Patti LuPone","1"
"Paul Simon","1"
"Paula Cole","1"
"Peaches","1"
"Pearl Jam","1"
"Pekka Pohjola","1"
"Penguin Cafe","1"
"Penguin Cafe Orchestra","1"
"Petal","1"
"Pete Townshend","1"
"Phantogram","1"
"Pharoah Sanders","1"
"Phosphorescent","1"
"Pinc Louds","1"
"Pity Sex","1"
"Plain White T's","1"
"Playboi Carti","1"
"Polvo","1"
"Poolside","1"
"Poom","1"
"PopLife","1"
"Post Animal","1"
"Potty Mouth","1"
"Prefuse 73","1"
"Preoccupations","1"
"Prince","1"
"Puzzle","1"
"Ravyn Lenae","1"
"Renée Zellweger","1"
"Retro X","1"
"Rex Orange County","1"
"Rhythm & Sound","1"
"Ricardo Villalobos","1"
"Richard Reed Parry","1"
"Rico Nasty","1"
"Rilo Kiley","1"
"Robert Maxwell","1"
"ROSALÍA","1"
"Röyksopp","1"
"Run the Jewels","1"
