"name","playcount"
"Janelle Monáe","17"
"Post Malone","17"
"Roy Woods","17"
"Wilco","17"
"Aaliyah","16"
"Deerhoof","16"
"J Dilla","16"
"Lapalux","16"
"Wreckless Eric","16"
"Band of Horses","15"
"Calexico","15"
"Everclear","15"
"Harold Budd","15"
"King Krule","15"
"New Order","15"
"Noname","15"
"Roxy Music","15"
"The Kinks","15"
"The Mars Volta","15"
"The Strokes","15"
"The White Stripes","15"
"John Maus","14"
"Liz Phair","14"
"Lorde","14"
"Say Anything","14"
"Sonny & The Sunsets","14"
"Stone Temple Pilots","14"
"The Get Up Kids","14"
"XTC","14"
"Baka Not Nice","13"
"Belle and Sebastian","13"
"Bibio","13"
"Destiny's Child","13"
"Galaxie 500","13"
"OutKast","13"
"Perfume Genius","13"
"Stars of the Lid","13"
"Celestial Shore","12"
"Claude Debussy","12"
"Coldplay","12"
"dvsn","12"
"Francis Bebey","12"
"LCD Soundsystem","12"
"Pausal","12"
"Sixpence None the Richer","12"
"Vulfpeck","12"
"XXYYXX","12"
"Yeah Yeah Yeahs","12"
"Majical Cloudz","11"
"Majid Jordan","11"
"mewithoutYou","11"
"Pissed Jeans","11"
"ABBA","10"
"Björk","10"
"Co La","10"
"Dirty Projectors","10"
"Dntel","10"
"Fleet Foxes","10"
"Gang of Four","10"
"Kali Uchis","10"
"Life Without Buildings","10"
"Modest Petrovich Mussorgsky","10"
"Operation Ivy","10"
"Sampha","10"
"Spooky Black","10"
"Taylor Swift","10"
"Tom Tom Club","10"
"Toro y Moi","10"
"U.S. Girls","10"
"Young Guv","10"
"Fennesz","9"
"Hall & Oates","9"
"Jeff Buckley","9"
"Phoenix","9"
"Tears for Fears","9"
"Tiësto","9"
"Tyondai Braxton","9"
"Big Spider's Back","8"
"Caribou","8"
"Christine and the Queens","8"
"Desaparecidos","8"
"Destroyer","8"
"DJ Koze","8"
"FaltyDL","8"
"Girl Talk","8"
"Herbie Hancock","8"
"My Bloody Valentine","8"
"Neutral Milk Hotel","8"
"Oasis","8"
"Panda Bear","8"
"Rilo Kiley","8"
"Rufus Wainwright","8"
"Siouxsie and the Banshees","8"
"T-Pain","8"
"The Appleseed Cast","8"
"Tory Lanez","8"
"TV Girl","8"
"Bloc Party","7"
"Kamasi Washington","7"
"Led Zeppelin","7"
"Mirah","7"
"Paco de Lucía","7"
"Slow Meadow","7"
"Snail Mail","7"
"The Blaze","7"
"The Cranberries","7"
"The World/Inferno Friendship Society","7"
"TV on the Radio","7"
"Wham!","7"
"Atoms for Peace","6"
"Bikeride","6"
"Deakin","6"
"Deerhunter","6"
"Goo Goo Dolls","6"
"Harry Belafonte","6"
"João Gilberto","6"
"Joey Dosik","6"
"Marvin Gaye","6"
"Ms. Lauryn Hill","6"
"Salem","6"
"They Might Be Giants","6"
"TOKiMONSTA","6"
"::M∆DE::IN::HEIGHTS::","5"
"Amy Winehouse","5"
"Ana Guerra","5"
"Arthur Russell","5"
"Balam Acab","5"
"Baths","5"
"BlocBoy JB","5"
"Brothertiger","5"
"Bruce Springsteen","5"
"Chairlift","5"
"Charli XCX","5"
"Classixx","5"
"Jesse Malin","5"
"Julianna Barwick","5"
"Metric","5"
"My Brightest Diamond","5"
"NEU!","5"
"Peter Bjorn and John","5"
"Saâda Bonaire","5"
"serpentwithfeet","5"
"Sparklehorse","5"
"T. Rex","5"
"The Beatles","5"
"The Flashbulb","5"
"Tortoise","5"
"XXXTENTACION","5"
"Anderson .Paak","4"
"Andrew Applepie","4"
"Arca","4"
"BADBADNOTGOOD","4"
"Blackstreet","4"
"Chris Brown","4"
"Colleen","4"
"Do Make Say Think","4"
"dopeSMOOTHIES","4"
"Future","4"
"Gil Scott-Heron","4"
"Jay Som","4"
"Kate Bush","4"
"Kyle Bobby Dunn","4"
"Lijadu Sisters","4"
"Los Tucanes De Tijuana","4"
"Lusine","4"
"Main Attrakionz","4"
"Memory Tapes","4"
"N.W.A","4"
"Neko Case","4"
"Nick Hakim","4"
"Nicki Minaj","4"
"Spice Girls","4"
"Superbody","4"
"Talking Heads","4"
"The Books","4"
"The Dismemberment Plan","4"
"The Range","4"
"The Weeknd","4"
"Young Money","4"
"Alvvays","3"
"Antonio Williams","3"
"Archy Marshall","3"
"Big Sean","3"
"Big Thief","3"
"Bing & Ruth","3"
"Bright Eyes","3"
"Bronski Beat","3"
"CCFX","3"
"Collective Soul","3"
"Conspiracy Of Owls","3"
"Death Cab for Cutie","3"
"Elvis Costello","3"
"Enya","3"
"Fielded","3"
"FKA twigs","3"
"Green Day","3"
"Guillermo Gomez","3"
"Hans Zimmer","3"
"Hildur Guðnadóttir","3"
"Hiroshi Yoshimura","3"
"Hole","3"
"Jib Kidder","3"
"John Coltrane","3"
"Judas Priest","3"
"Julie Byrne","3"
"Kaitlyn Aurelia Smith","3"
"Kutiman","3"
"Lil Baby","3"
"Mac DeMarco","3"
"Made of Oak","3"
"Maribou State","3"
"Mark Mothersbaugh","3"
"Miguel","3"
"Miles Davis","3"
"Misfits","3"
"PARTYNEXTDOOR","3"
"Portugal. The Man","3"
"Richard Skelton","3"
"Ricky Eat Acid","3"
"Rihanna","3"
"Roger Eno","3"
"Scott Gilmore","3"
"Spoon","3"
"Squarepusher","3"
"Tennis","3"
"The Dead Texan","3"
"The Fiery Furnaces","3"
"The-Dream","3"
"Third Eye Blind","3"
"Travi$ Scott","3"
"Trey Songz","3"
"Visible Cloaks","3"
"Voxtrot","3"
"Whitney","3"
"Wire","3"
"YAMANTAKA // SONIC TITAN","3"
"Yes","3"
"Young and Sexy","3"
"Zach Gill","3"
"070 Shake","2"
"36","2"
"Alarm Will Sound","2"
"Alex Cameron","2"
"Andy Stott","2"
"Aphrodite's Child","2"
"Avey Tare","2"
"BANKS","2"
"Barenaked Ladies","2"
"Beach Fossils","2"
"Beastie Boys","2"
"Ben Frost","2"
"Big Black Delta","2"
"Blonde Redhead","2"
"Blondie","2"
"Brian McBride","2"
"Buddy ROSS","2"
"Built to Spill","2"
"Can","2"
"Carole King","2"
"Cassie","2"
"Chaz Bundick Meets The Mattson 2","2"
"Chromatics","2"
"Cibo Matto","2"
"Cornelius","2"
"Da Posse","2"
"Daniel Caesar","2"
"Dilia","2"
"Disclosure","2"
"Dolce","2"
"Down with Gravity","2"
"Elder Island","2"
"Ella Mai","2"
"Emily Reo","2"
"Eminem","2"
"Enchanted Feel","2"
"Fleetwood Mac","2"
"Florida Georgia Line","2"
"George Michael","2"
"Girlpool","2"
"Gold Celeste","2"
"HAIM","2"
"Hiatus Kaiyote","2"
"Hidden Spheres","2"
"HOMESHAKE","2"
"Hoops","2"
"How to Dress Well","2"
"James McAlister","2"
"Japanese Breakfast","2"
"Jeff Rosenstock","2"
"Jon Hopkins","2"
"Juice WRLD","2"
"Julia Holter","2"
"K-Paz De La Sierra","2"
"Kassel Jaeger","2"
"Kelpe","2"
"Kendrick Lamar","2"
"King Louie","2"
"Le Tigre","2"
"Lemonade","2"
"Lukid","2"
"Mayer Hawthorne","2"
"Mazzy Star","2"
"MIND GAMERS","2"
"MØ","2"
"Mount Kimbie","2"
"Mundy","2"
"Nick Drake","2"
"Nirvana","2"
"Octaviano Yañez","2"
"Omni","2"
"Open Mike Eagle","2"
"OPIUO","2"
"Orchestral Manoeuvres in the Dark","2"
"Oren Ambarchi","2"
"Parquet Courts","2"
"Part Time","2"
"Photay","2"
"Poison","2"
"Prefab Sprout","2"
"Prince","2"
"Protomartyr","2"
"Pye Corner Audio","2"
"Ravyn Lenae","2"
"Real Estate","2"
"RF Shannon","2"
"Romare","2"
"Sabrina Claudio","2"
"Snatam Kaur","2"
"Sparks","2"
"Sugar Candy Mountain","2"
"Taylor Deupree","2"
"The Cars","2"
"The Dramatics","2"
"The English Beat","2"
"The Psychedelic Furs","2"
"The Shins","2"
"The War on Drugs","2"
"Thom Yorke","2"
"Throwing Shade","2"
"Tops","2"
"Ugly Casanova","2"
"Usher","2"
"Valentín Elizalde","2"
"Wild Nothing","2"
"Yellow Magic Orchestra","2"
"少女革命ウテナ","2"
"5 Seconds of Summer","1"
"Ace & The Sandman","1"
"Actress","1"
"Adam Pascal","1"
"Akira Kosemura","1"
"Alex Izenberg","1"
"Alexander","1"
"Alina Baraz","1"
"Alkaline Trio","1"
"Alohaha","1"
"Amber Virena","1"
"Amerie","1"
"Ana Malhoa","1"
"Angel Olsen","1"
"Ann Peebles","1"
"ANOHNI","1"
"Anthony Rapp","1"
"Antologie","1"
"Ariana Grande","1"
"Arthur","1"
"Atreyu","1"
"Autre Ne Veut","1"
"Avalon","1"
"B2K","1"
"Bad Bunny","1"
"Badfinger","1"
"Balance and Composure","1"
"Bark Psychosis","1"
"Beat Connection","1"
"Beat Happening","1"
"Beck","1"
"Belinda Carlisle","1"
"Benny Bernstein","1"
"Big Boi","1"
"Biqram","1"
"Blanck Mass","1"
"Blas Galindo","1"
"Bleachers","1"
"Blossom Dearie","1"
"Blouse","1"
"Bobb Trimble","1"
"Bobby V.","1"
"Bochum Welt","1"
"Boris","1"
"Braid","1"
"Braids","1"
"Bran Van 3000","1"
"Brandon Flowers","1"
"BROCKHAMPTON","1"
"Buffalo Daughter","1"
"Bvss Jvnkie","1"
"C-Trox","1"
"Café Tacvba","1"
"Car Seat Headrest","1"
"Cat Power","1"
"Ceilidh","1"
"Celer","1"
"Chance the Rapper","1"
"Cheryl Lynn","1"
"Chet Baker","1"
"Childish Gambino","1"
"Circuit des Yeux","1"
"Cloud Nothings","1"
"Cocteau Twins","1"
"Complex Reality","1"
"Control","1"
"Cornershop","1"
"Cotton Jones","1"
"Craft Spells","1"
"Cyndi Lauper","1"
"D.F.X.","1"
"Daedelus","1"
"Dan Deacon","1"
"Daniel Got Hits","1"
"Daniel Johnston","1"
"Daniel Rossen","1"
"Danny Brown","1"
"Dave Matthews Band","1"
"David Bazan","1"
"Dean Blunt","1"
"Dean Friedman","1"
"Decarlo","1"
"Delicate Steve","1"
"Depeche Mode","1"
"DIRCSEN","1"
"Dirty Beaches","1"
"DJ Khaled","1"
"DJ Smokey","1"
"Dolores Fernel","1"
"Doobie","1"
"Dre Beeze","1"
"Dub Pistols","1"
"Eagles","1"
"EIXE","1"
"Elsiane","1"
"Eluvium","1"
"Elvis Crespo","1"
"Elvis Depressedly","1"
"Enigma","1"
"Ex Confusion","1"
"Flaco Jimenez","1"
"Flight of the Conchords","1"
"Flipp Dinero","1"
"Forest Swords","1"
"Foxygen","1"
"Francisco de Salinas","1"
"Frank Zappa","1"
"Fugees","1"
"Garbage","1"
"Geotic","1"
"Gerry Mulligan","1"
"Ghost Town DJ's","1"
"Ghostface Killah","1"
"Ghostpoet","1"
"Glenn Frey","1"
"Gorillaz","1"
"Grade","1"
"Grimes","1"
"H.E.R.","1"
"Haerts","1"
"Hardy Nimi","1"
"Harmonia","1"
"Harunemuri","1"
"Hella","1"
"Here We Go Magic","1"
"Hop Along","1"
"Huey Lewis & The News","1"
"Hundred Waters","1"
"Iceage","1"
"Il Gaucho","1"
"infinite bisous","1"
"Injury Reserve","1"
"InkognitOne","1"
"INXS","1"
"Iron & Wine","1"
"Islands","1"
"J. Holiday","1"
"Jabbar Hakeem","1"
"Jacquees","1"
"Jacques Greene","1"
"Jai Paul","1"
"Jamaican Queens","1"
"James Bay","1"
"Jarboe","1"
"Jayy Grams","1"
"Jefre Cantu-Ledesma","1"
"Jeremih","1"
"Jets to Brazil","1"
"Jhené Aiko","1"
"Joanna Gruesome","1"
"Joe Goddard","1"
"John Talabot","1"
"John Wolf","1"
"Jonathan Richman","1"
"Jonwayne","1"
"Joon Moon","1"
"Joseph Shabason","1"
"Joy Division","1"
"Julian Arcas","1"
"Julien Baker","1"
"Juni Tinley","1"
"Kaki King","1"
"Kaleo","1"
"Karen O","1"
"Karunesh","1"
"Kelela","1"
"Kevin Abstract","1"
"Kevin Morby","1"
"Kodak Black","1"
"KYLE","1"
"La Reve","1"
"La Revolución de Emiliano Zapata","1"
"Lady Lamb","1"
"Ladysmith Black Mambazo","1"
"Ladytron","1"
"LAUER","1"
"Lee Morgan","1"
"Lidell Townsell","1"
"Lights From A Distance","1"
"Lil Pump","1"
"Lil' Wayne","1"
"Lindstrøm","1"
"Live","1"
"Lone","1"
"Love","1"
"Lower Dens","1"
"LSD and the Search for God","1"
"Lucy Dacus","1"
"Lumidee","1"
"Lush","1"
"M83","1"
"Mac Miller","1"
"Madonna","1"
"Madteo","1"
"Maps","1"
"Mariah","1"
"Mark Pritchard","1"
"Maroon 5","1"
"Marques Houston","1"
"Marshmello","1"
"Martha and the Muffins","1"
"Martin Garrix","1"
"Mary Lattimore","1"
"Matrixxman","1"
"Matthew Dear","1"
"Michael Ozone","1"
"Mike Dunn","1"
"Mild High Club","1"
"Modest Mouse","1"
"Monster Rally","1"
"Moon Laika","1"
"Morongo","1"
"Mouse on Mars","1"
"Mr Twin Sister","1"
"Mr.Reight","1"
"Muni Yogi","1"
"NAV","1"
"Neil Halstead","1"
"Neil Young","1"
"Nick Cave & The Bad Seeds","1"
"Nightcrawlers","1"
"North Lake","1"
"Nosaj Thing","1"
"Offset","1"
"Olivia Newton-John","1"
"Ovlov","1"
"Patrik","1"
"Paul Desmond","1"
"Paul Simon","1"
"Pavement","1"
"Peso Da Mafia","1"
"phay","1"
"Phil Collins","1"
"Phoebe Bridgers","1"
"Plaid","1"
"Plastilina Mosh","1"
"Polvo","1"
"Positive K","1"
"Quasimoto","1"
"Radio Slave","1"
"Rae Sremmurd","1"
"Rafael Anton Irisarri","1"
"Rah-C","1"
"Rival Consoles","1"
"Rivergazer","1"
"Robin Guthrie","1"
"Rockabye Baby!","1"
"Rubblebucket","1"
"Ryan Oakes","1"
"S.Maharba","1"
"Sam Cooke","1"
"Sara Jackson-Holman","1"
"ScHoolboy Q","1"
"Scott Hamilton","1"
"Sean Nicholas Savage","1"
"Section 25","1"
"Self","1"
"Shamir","1"
"She Devils","1"
"Shirley Ellis","1"
"Shiroishi","1"
"Shivaree","1"
"Shlohmo","1"
"Sidney Gish","1"
"Silver Jews","1"
"Silversun Pickups","1"
"Simon & Garfunkel","1"
"Sitcom","1"
"SKIP SKIP BEN BEN","1"
"Sly & Robbie","1"
"Snapcase","1"
"SOB x RBE","1"
"Solvekin","1"
"Sonnymoon","1"
"Stan Getz","1"
"Stevie Wonder","1"
"Stimming","1"
"Strawberry Switchblade","1"
"Suicide","1"
"Susumu Yokota","1"
"Swan Lake","1"
"Tame Impala","1"
"Tavi Montelle","1"
"Ted Hawkins","1"
"Teen Suicide","1"
"Teengirl Fantasy","1"
"Tegan and Sara","1"
"Television","1"
"Terry Riley","1"
"The Beach Boys","1"
"The Breeders","1"
"The Cardigans","1"
"The Carters","1"
"The Creation","1"
"The Cure","1"
"The Dead Weather","1"
"The Field","1"
"The Go! Team","1"
"The Hold Steady","1"
"The Memories","1"
"The Notorious B.I.G.","1"
"The Olivia Tremor Control","1"
"The Prisonaires","1"
"The Smashing Pumpkins","1"
"The Stone Roses","1"
"The Temptations","1"
"The Who","1"
"Throwing Snow","1"
"Timber Timbre","1"
"Todd Rundgren","1"
"Tom Vek","1"
"Tommy Flanagan","1"
"Toni Braxton","1"
"Tori Amos","1"
"Totally Enormous Extinct Dinosaurs","1"
"Ty Segall","1"
"Tyga","1"
"Tyree","1"
"U2","1"
"Ultravox","1"
"Unit 42","1"
"Unwound","1"
"Via CJ","1"
"Voyager","1"
"Wale","1"
"WAV3POP","1"
"Waxahatchee","1"
"Weather Report","1"
"White Williams","1"
"Wildchild","1"
"William Basinski","1"
"Willow","1"
"Wondr","1"
"YBN Nahmir","1"
"Yeasayer","1"
"Yelle","1"
"YG","1"
"Yo Gotti","1"
"Yonder Dale","1"
"Young Thug","1"
"Yucky Duster","1"
"Zero 7","1"
