"name","playcount"
"Lady Gaga","12"
"Lou Reed","12"
"Minus the Bear","12"
"Scarlett Johansson","12"
"Sondre Lerche","12"
"The Get Up Kids","12"
"Vince Staples","12"
"Wednesday","12"
"ari solus","11"
"Big Thief","11"
"Candy Claws","11"
"Dizzy Gillespie","11"
"Ed Harcourt","11"
"Grimes","11"
"Harvey Danger","11"
"Hiatus Kaiyote","11"
"Ian William Craig","11"
"Jamie xx","11"
"Jimi Hendrix","11"
"Meitei","11"
"Talking Heads","11"
"The Futureheads","11"
"The Japanese House","11"
"Todd Rundgren","11"
"Vagabon","11"
"Antônio Carlos Jobim","10"
"Arcade Fire","10"
"At the Drive-In","10"
"Belle and Sebastian","10"
"Brand New","10"
"Busta Rhymes","10"
"Chromatics","10"
"Covet","10"
"Issy Wood","10"
"Jam City","10"
"Kate NV","10"
"King Gizzard & The Lizard Wizard","10"
"Miley Cyrus","10"
"Purity Ring","10"
"Spencer Kingman","10"
"The Joggers","10"
"The Mars Volta","10"
"The Roches","10"
"The Velvet Underground","10"
"Wings","10"
"XXYYXX","10"
"Yeah Yeah Yeahs","10"
"Ariana Grande","9"
"Avey Tare","9"
"CHAI","9"
"Christopher Rau","9"
"Daniel Johnston","9"
"Donnie & Joe Emerson","9"
"Emile Mosseri","9"
"Herbie Hancock","9"
"Jefre Cantu-Ledesma","9"
"Kurt Vile","9"
"Le Tigre","9"
"Nicki Minaj","9"
"Rufus Wainwright","9"
"Slayyyter","9"
"Soccer Mommy","9"
"The Capitols","9"
"The Smashing Pumpkins","9"
"Witch","9"
"Yellow Magic Orchestra","9"
"Beirut","8"
"Billie Eilish","8"
"Britney Spears","8"
"Gary Numan","8"
"Godspeed You! Black Emperor","8"
"Japanese Breakfast","8"
"Keith Emerson","8"
"Leda","8"
"Mazzy Star","8"
"Neon Indian","8"
"Patti Smith","8"
"Peter Gabriel","8"
"Rilo Kiley","8"
"Rostam","8"
"Ryo Fukui","8"
"St. Vincent","8"
"Stay Inside","8"
"The Killers","8"
"The Olivia Tremor Control","8"
"The Sea and Cake","8"
"Tweedy","8"
"Weezer","8"
"Beck","7"
"Chaz Bundick Meets The Mattson 2","7"
"Cleaners From Venus","7"
"Do Make Say Think","7"
"Glass Candy","7"
"Hikes","7"
"John Lennon","7"
"Marina","7"
"Mary Lattimore","7"
"Misfits","7"
"Ohmme","7"
"Otis Redding","7"
"Real Estate","7"
"Riki","7"
"Snail Mail","7"
"Spacemen 3","7"
"Stone Temple Pilots","7"
"The Brian Jonestown Massacre","7"
"The Dismemberment Plan","7"
"The Strokes","7"
"The Verve","7"
"The War on Drugs","7"
"Todd Terje","7"
"070 Shake","6"
"13th Floor Elevators","6"
"Big Spider's Back","6"
"Bleachers","6"
"Bon Iver","6"
"Cap'n Jazz","6"
"Dion","6"
"Fela Kuti","6"
"Generationals","6"
"Gillian Welch","6"
"Grouper","6"
"Harry Nilsson","6"
"John Maus","6"
"Kindness","6"
"Meet Me @ The Altar","6"
"Romeo Void","6"
"Tegan and Sara","6"
"Television","6"
"The Avalanches","6"
"The xx","6"
"Tierra Whack","6"
"Tom Waits","6"
"Traffic","6"
"Volcano Choir","6"
"Weyes Blood","6"
"A.C. Newman","5"
"Battles","5"
"Beach Fossils","5"
"Beach House","5"
"Brazilian Girls","5"
"Can","5"
"Chairlift","5"
"Charlie Parker","5"
"Donna Summer","5"
"Haley Heynderickx","5"
"Hans Zimmer","5"
"Hurray For The Riff Raff","5"
"Johanna Samuels","5"
"Johnny Boy","5"
"KAYTRANADA","5"
"Lana Del Rey","5"
"Leon Vynehall","5"
"Lolawolf","5"
"Love","5"
"mewithoutYou","5"
"Prince","5"
"Pussy Riot","5"
"Regina Spektor","5"
"Sal Paradise","5"
"Sonny & The Sunsets","5"
"Susumu Yokota","5"
"The Cure","5"
"The Juan Maclean","5"
"The Knife","5"
"Thrice","5"
"Twin Peaks","5"
"Whitney","5"
"Yes","5"
"Amanaz","4"
"beabadoobee","4"
"Bee Gees","4"
"Big Brother & The Holding Company","4"
"Blonde Redhead","4"
"Bruce Springsteen","4"
"Cat Power","4"
"Chick Corea","4"
"Cliff Martinez","4"
"Diet Cig","4"
"Fugazi","4"
"General Public","4"
"Griff","4"
"Khalid","4"
"Lala Lala","4"
"Laurel Halo","4"
"Lil B","4"
"Little Dragon","4"
"Luther Vandross","4"
"macseal","4"
"Marvin Gaye","4"
"MGMT","4"
"Nine Inch Nails","4"
"OutKast","4"
"Palm","4"
"Pinback","4"
"Red Hot Chili Peppers","4"
"Rocket from the Crypt","4"
"The Beach Boys","4"
"The Cranberries","4"
"The Durutti Column","4"
"The Postal Service","4"
"Tiffany","4"
"Toto","4"
"Van Morrison","4"
"A.R. Kane","3"
"Amy Shark","3"
"Angel Olsen","3"
"Antonio Williams","3"
"Band of Horses","3"
"Bartees Strange","3"
"Big Country","3"
"Björk","3"
"Boys Night Out","3"
"Brendan Benson","3"
"Broadcast","3"
"Buffalo Springfield","3"
"Burial","3"
"Caroline Polachek","3"
"Charmer","3"
"Childish Gambino","3"
"Colleen","3"
"Crumb","3"
"Danny Brown","3"
"David Bowie","3"
"Duster","3"
"Enon","3"
"Finch","3"
"George Fenton","3"
"Grandaddy","3"
"Harry Mcclintock","3"
"Hoobastank","3"
"Hot Chip","3"
"How to Dress Well","3"
"Jhené Aiko","3"
"Joni Mitchell","3"
"Kavinsky","3"
"Kevin Abstract","3"
"Lapalux","3"
"Leif","3"
"Lord Huron","3"
"MC5","3"
"Mereba","3"
"Mild High Club","3"
"MMOSS","3"
"Moderat","3"
"Mount Eerie","3"
"MU330","3"
"Nick Waterhouse","3"
"Norman Blake","3"
"Oceanator","3"
"Orange Juice","3"
"Passion Pit","3"
"Patsy Cline","3"
"Roly Porter","3"
"Satoshi Ashikawa","3"
"Saves the Day","3"
"Sia","3"
"Simon & Garfunkel","3"
"Small Faces","3"
"Sonic Youth","3"
"Sophia Knapp","3"
"Spiritualized","3"
"Stereo Total","3"
"Stevie Wonder","3"
"Sturgill Simpson","3"
"Tears for Fears","3"
"The Avett Brothers","3"
"The Clash","3"
"The Go-Go's","3"
"The Specials","3"
"The Versions","3"
"Troye Sivan","3"
"Tyler, the Creator","3"
"Viking Moses","3"
"Voxtrot","3"
"Yoko Ono","3"
"36","2"
"A Winged Victory for the Sullen","2"
"Akshin Alizadeh","2"
"Alison Krauss","2"
"Amtrac","2"
"Annie Fleming","2"
"Arca","2"
"Aurora Halal","2"
"Bedouine","2"
"Bigger Better Sun","2"
"black midi","2"
"Blackfoot","2"
"Blutch","2"
"Boards of Canada","2"
"Boogie Belgique","2"
"Brooke Candy","2"
"Butthole Surfers","2"
"Car Seat Headrest","2"
"Celer","2"
"Cerrone","2"
"Chad Valley","2"
"Cold War Kids","2"
"Coldplay","2"
"Conor Oberst","2"
"Cut Copy","2"
"Damaged Bug","2"
"Dance With The Dead","2"
"Danielle Durack","2"
"Desert Sessions","2"
"Destroyer","2"
"DicepticoN","2"
"Dinosaur Jr.","2"
"Diplo","2"
"Dirty Beaches","2"
"Djedjotronic","2"
"Eddie Harris","2"
"Electric Youth","2"
"Elvis Costello","2"
"Everclear","2"
"Fall Out Boy","2"
"FaltyDL","2"
"First Aid Kit","2"
"Flock of Dimes","2"
"Frank Zappa","2"
"Free Nationals","2"
"Friday Night Plans","2"
"Gesaffelstein","2"
"Gloria Jones","2"
"Goldfrapp","2"
"Good Game","2"
"Good Knight Productions","2"
"Gui Boratto","2"
"Guided by Voices","2"
"Hnny","2"
"In Flagranti","2"
"Incubus","2"
"Invalids","2"
"JAY-Z","2"
"Jeff Mangum","2"
"Joan Baez","2"
"Joyce Manor","2"
"Katy J Pearson","2"
"Lagwagon","2"
"Lemuria","2"
"Local H","2"
"Lone","2"
"Lord Echo","2"
"Lykke Li","2"
"Melkbelly","2"
"Middle Kids","2"
"Mineral","2"
"Modern Baseball","2"
"Mudhoney","2"
"MUNA","2"
"My Chemical Romance","2"
"Ngozi Family","2"
"No Doubt","2"
"Ofege","2"
"Palberta","2"
"Power Glove","2"
"Prawn","2"
"Proper.","2"
"Raydar","2"
"Remo Drive","2"
"Sanullim","2"
"Sault","2"
"Seu Jorge","2"
"Shuggie Otis","2"
"Silk Rhodes","2"
"Skinshape","2"
"Slint","2"
"Smog","2"
"Space Corolla","2"
"Squarepusher","2"
"Squeeze","2"
"Squirrel Flower","2"
"Stan Getz","2"
"Steely Dan","2"
"Talib Kweli","2"
"Taylor Deupree","2"
"Terry Presume","2"
"The Electric Prunes","2"
"The Jesus Lizard","2"
"The Mills Brothers","2"
"The Naked and Famous","2"
"The New Pornographers","2"
"The Offspring","2"
"The Presidents of the United States of America","2"
"The Wedding Present","2"
"The Wrens","2"
"Toshi Tsuchitori","2"
"We the Animals","2"
"William Basinski","2"
"Yoshiaki Ochi","2"
"Yoshio Ojima","2"
"young and nauseous","2"
"*NSYNC","1"
"ABBA","1"
"abelia","1"
"ABIIISMO","1"
"Absolute Valentine","1"
"Active Child","1"
"Adam Melchor","1"
"Aesop Rock","1"
"Aimee Mann","1"
"Air","1"
"Airiel","1"
"Alex","1"
"Alex Turner","1"
"Alkaline Trio","1"
"alt-J","1"
"Angus & Julia Stone","1"
"Arawak","1"
"Archie Bell and The Drells","1"
"architecture in tokyo","1"
"arm's length","1"
"ASMRbyABC","1"
"Assalm","1"
"Atom Chanakan","1"
"Average White Band","1"
"Balance and Composure","1"
"Bananarama","1"
"Bardo Pond","1"
"Barenaked Ladies","1"
"Barry & The Remains","1"
"Bent","1"
"Bessie Jones","1"
"Bicep","1"
"Big Black","1"
"Big Red Machine","1"
"Black Dirty","1"
"Bleached","1"
"Blessid Union Of Souls","1"
"Blur","1"
"BNNY","1"
"Bonnie 'Prince' Billy","1"
"Bright Eyes","1"
"Brightblack Morning Light","1"
"Brilliantes del Vuelo","1"
"Broken Bells","1"
"Brooks & Dunn","1"
"Bruno Mars","1"
"Brutus VIII","1"
"Buddy Holly","1"
"Bvdub","1"
"C. Tangana","1"
"Calvin Harris","1"
"Cannons","1"
"Capcom Sound Team","1"
"Carissa's Wierd","1"
"Carpenter Brut","1"
"Cashmere Cat","1"
"Charly Bliss","1"
"Chelsea Wolfe","1"
"Chinese Man","1"
"Choker","1"
"Chrissy Zebby Tembo & Ngozi Family","1"
"Christian Lee Hutson","1"
"Christina Vantzou","1"
"Christine and the Queens","1"
"Chuck Berry","1"
"Clark","1"
"Claud","1"
"Co La","1"
"CocoRosie","1"
"Coil","1"
"Colette","1"
"Compilerbau","1"
"Cosmos Zani","1"
"Counting Crows","1"
"Crash Test Dummies","1"
"Crazy Town","1"
"CrazyGroupTrio","1"
"Cullen Omori","1"
"Cyndi Lauper","1"
"Dan Deacon","1"
"Daniel Avery","1"
"Darondo","1"
"Daughter","1"
"Dave Grusin","1"
"David Axelrod","1"
"David Marez","1"
"Dazzling Killmen","1"
"De Lux","1"
"Deaf Center","1"
"Deep Sea Diver","1"
"Deerhunter","1"
"Devadip Carlos Santana","1"
"Devendra Banhart","1"
"Devo","1"
"Deyaz","1"
"Disasterpeace","1"
"Distorted Pony","1"
"Divine Fits","1"
"DJ Shadow","1"
"DJ T-Rock & Squashy Nice","1"
"Don Caballero","1"
"Dorian Electra","1"
"Dorothy Ashby","1"
"Downtown Boys","1"
"Earth Dad","1"
"Echo & the Bunnymen","1"
"Ekin Fil","1"
"El-P","1"
"Elder","1"
"Electrelane","1"
"Electric Slide Music Makers","1"
"Electronic System","1"
"Elis Regina","1"
"Elliott","1"
"Emerald Web","1"
"Emerson, Lake & Palmer","1"
"Emitt Rhodes","1"
"Emmylou Harris","1"
"Equipment","1"
"Failure","1"
"Fats Domino","1"
"Field Works","1"
"Fishmans","1"
"Foals","1"
"Fontän","1"
"Footswitch","1"
"Frances Quinlan","1"
"Franska Trion","1"
"Gábor Szabó","1"
"Galaxie 500","1"
"Gas","1"
"George Harrison","1"
"George McCrae","1"
"George Yagani","1"
"Gerald Lee","1"
"Ghostface Killah","1"
"Gloria Ann Taylor","1"
"Gorillaz","1"
"Groove Armada","1"
"Hall & Oates","1"
"Hanson","1"
"Have a Nice Life","1"
"Hayley Warner","1"
"Helmet","1"
"Hey Mercedes","1"
"Hiroshi Sato","1"
"Honeywhip","1"
"Horsey","1"
"hospital bracelet","1"
"Hovvdy","1"
"Hüsker Dü","1"
"I Love Your Lifestyle","1"
"iLoveMakonnen","1"
"Incorporeal Visions Deluxe","1"
"James Newton Howard","1"
"Jane's Addiction","1"
"Japanther","1"
"Jawbreaker","1"
"Jay Arner","1"
"Jay Robinson","1"
"Jeff Buckley","1"
"Jens Lekman","1"
"Jessie Ware","1"
"Jethro Tull","1"
"Jimmy Reed","1"
"Joe Williams","1"
"Joji","1"
"Jonathan Richman","1"
"Josiah Gabriel","1"
"Joy Division","1"
"Jr Jr","1"
"Juice WRLD","1"
"Julian Casablancas","1"
"Junior Murvin","1"
"Justine & The Victorian Punks","1"
"k.d. lang","1"
"Karla DeVito","1"
"Kate Bush","1"
"kaz moon","1"
"Kazumi Totaka","1"
"Keane","1"
"Keith Mlevhu","1"
"Kelly Doyle","1"
"Kelly Lee Owens","1"
"Kevin Walkman","1"
"Kick Puncher","1"
"Kid Loco","1"
"Kim Carnes","1"
"Kim Wilde","1"
"Kishi Bashi","1"
"Klaus Johann Grobe","1"
"Kool & The Gang","1"
"Kyle Bobby Dunn","1"
"L'Impératrice","1"
"Laura Marling","1"
"Laura Stevenson","1"
"Laura Veirs","1"
"Le Pain","1"
"Lemon Jelly","1"
"Leon Bridges","1"
"Lido Pimienta","1"
"Lonnie Liston Smith & The Cosmic Echoes","1"
"Loose Fur","1"
"Loverboy","1"
"Lukester","1"
"m a l i b l u e : (","1"
"M.A.D.E.S","1"
"Machine Gunners","1"
"Machinefabriek","1"
"Manual","1"
"Mary J. Blige","1"
"Masashi Kitamura + Phonogenix","1"
"Mason Jennings","1"
"Maxwell Udoh","1"
"Megan Thee Stallion","1"
"Melody's Echo Chamber","1"
"Men I Trust","1"
"Menahan Street Band","1"
"Miami Horror","1"
"Mildlife","1"
"Mint Green","1"
"Mitch Hedberg","1"
"Moby","1"
"Mogwai","1"
"Moisture","1"
"Molly Burman","1"
"Mordente","1"
"Morgan Delt","1"
"morgan willis","1"
"Mort Garson","1"
"Mr. Little Jeans","1"
"MUNYA","1"
"Musi-O-Tunya","1"
"Naked Raygun","1"
"Nazia Hassan","1"
"Neutral Milk Hotel","1"
"NICK THE NATIVE","1"
"Nightmares on Wax","1"
"Niiice.","1"
"Nirvana","1"
"Noel Redding","1"
"Nomenklatür","1"
"Onra","1"
"Ours Samplus","1"
"P!nk","1"
"Parquet Courts","1"
"Pearl Jam","1"
"Pedro the Lion","1"
"Penny & the Quarters","1"
"Perturbator","1"
"Photay","1"
"Piebald","1"
"Pinegrove","1"
"Pixey","1"
"PJ Harvey","1"
"Pops Tuna","1"
"Posterchild","1"
"Powerman 5000","1"
"Prefab Sprout","1"
"Princess Nokia","1"
"Props","1"
"Pulp","1"
"Pulse Emitter","1"
"Purr","1"
"Q and Not U","1"
"Quiet Evenings","1"
"R.E.M.","1"
"Rafael Anton Irisarri","1"
"Ramzi Moushabeck","1"
"Rascal Miles","1"
"Red House Painters","1"
"Richard Orofino","1"
"Richard Swift","1"
"Rick & The Ramrods","1"
"Rick Springfield","1"
"Ricky Banda","1"
"Ride","1"
"Rihanna","1"
"Ritt Momney","1"
"Riz Ortolani","1"
"Robin Guthrie","1"
"Rogue Wave","1"
"Romare","1"
"Rush","1"
"sad13","1"
"SALES","1"
"Sam Evian","1"
"Sampha","1"
"Santo & Johnny","1"
"Seals & Crofts","1"
"Sean Nicholas Savage","1"
"Seefeel","1"
"Semisonic","1"
"Shelly","1"
"Shigeru Suzuki","1"
"Shiho Yabuki","1"
"short fictions","1"
"Silver Jews","1"
"Skrillex","1"
"Sly & The Family Stone","1"
"Snapped Ankles","1"
"Soft Hair","1"
"Songs: Ohia","1"
"Sophie","1"
"Soul Keita","1"
"Speed Machine","1"
"Spice Girls","1"
"Stacey Q","1"
"Still Corners","1"
"Subaeris","1"
"Summer Mastous","1"
"Superchunk","1"
"Suzanne Ciani","1"
"Suzanne Kraft","1"
"Sweet Trip","1"
"T. Evann","1"
"T'Pau","1"
"Teams","1"
"Teddybears","1"
"Temple of the Dog","1"
"Tennis","1"
"Terekke","1"
"The American Analog Set","1"
"The Arcs","1"
"The Bangles","1"
"The Beta Band","1"
"The Blues Project","1"
"The Breeders","1"
"The Castaways","1"
"The Casualties","1"
"The Champs","1"
"The Chi-Lites","1"
"The Count Five","1"
"The Creation","1"
"The Dave Clark Five","1"
"The Dukes Of Stratosphear","1"
"The Encounter","1"
"The Intermezzo Orchestra","1"
"The Juliana Theory","1"
"The Kid LAROI","1"
"The Knickerbockers","1"
"The Macho Ache","1"
"The Magicians","1"
"The Magnetic Fields","1"
"The Menzingers","1"
"The Microphones","1"
"The Minibosses","1"
"The Morning Benders","1"
"The Most","1"
"The Mountain Goats","1"
"The Notorious B.I.G.","1"
"The Orb","1"
"The Orielles","1"
"The Psychedelic Furs","1"
"The Radio Dept.","1"
"The Seeds","1"
"The Shadows of Knight","1"
"The Singers Unlimited","1"
"The Soggy Bottom Boys","1"
"The Strangeloves","1"
"The Supremes","1"
"The Temper Trap","1"
"The Weakerthans","1"
"They Might Be Giants","1"
"Thiago Nassif","1"
"Thom Yorke","1"
"Thompson Twins","1"
"thomTide","1"
"Tigers Jaw","1"
"Tigerskin","1"
"TLC","1"
"Toadies","1"
"Tobacco City","1"
"Tobias Jesso Jr.","1"
"toe","1"
"Tom Petty and The Heartbreakers","1"
"Tom Tom Club","1"
"Tommy James & The Shondells","1"
"Toni Basil","1"
"Tops","1"
"Torn Hawk","1"
"Träd, Gräs och Stenar","1"
"Tricky","1"
"Twista","1"
"Tyondai Braxton","1"
"U.S. Girls","1"
"VACATIONS","1"
"Vanishing Twin","1"
"Vashti Bunyan","1"
"Vérité","1"
"VHS Glitch","1"
"Wallows","1"
