"name","playcount"
"Steely Dan","17"
"Bibio","16"
"Talking Heads","16"
"The Stone Roses","16"
"U.S. Girls","16"
"Vince Staples","16"
"Bob Dylan","15"
"Evanescence","15"
"Mac DeMarco","15"
"Rush","15"
"Twin Shadow","15"
"Billy Bragg","14"
"Deftones","14"
"Fleet Foxes","14"
"Japanese Breakfast","14"
"Minus the Bear","14"
"Oneohtrix Point Never","14"
"Perfume Genius","14"
"Prince","14"
"Radiohead","14"
"Sunny Day Real Estate","14"
"Arcade Fire","13"
"Cake","13"
"Cap'n Jazz","13"
"Deerhoof","13"
"Elite Gymnastics","13"
"Lee Morgan","13"
"Little Dragon","13"
"Marlon Cherry","13"
"Queen","13"
"Snail Mail","13"
"The Blow","13"
"Yo La Tengo","13"
"Actress","12"
"Autre Ne Veut","12"
"Beulah","12"
"Cayetana","12"
"Cracker","12"
"Daft Punk","12"
"FKA twigs","12"
"Four Tet","12"
"Girlpool","12"
"Run the Jewels","12"
"Sondre Lerche","12"
"Sports","12"
"Surfer Blood","12"
"The Flaming Lips","12"
"The Smiths","12"
"The Strokes","12"
"Glass Candy","11"
"HAIM","11"
"Jens Lekman","11"
"Nas","11"
"Sleigh Bells","11"
"Stephen Malkmus","11"
"Stone Temple Pilots","11"
"Amy Winehouse","10"
"Angelo Badalamenti","10"
"Antônio Carlos Jobim","10"
"Beyoncé","10"
"Doon Kanda","10"
"Green Day","10"
"jj","10"
"Majical Cloudz","10"
"Placebo","10"
"Aaliyah","9"
"Ben Folds","9"
"Blackstreet","9"
"Car Seat Headrest","9"
"Delorean","9"
"Disclosure","9"
"Divine Fits","9"
"Dolly Parton","9"
"Geotic","9"
"Morrissey","9"
"Neutral Milk Hotel","9"
"Saves the Day","9"
"Tensnake","9"
"A Giant Dog","8"
"Alex Cameron","8"
"Big Spider's Back","8"
"Cities Aviv","8"
"Dawn Richard","8"
"Deakin","8"
"Dixie Chicks","8"
"DJ Koze","8"
"Harvey Sutherland","8"
"Interpol","8"
"Rustie","8"
"The Rural Alberta Advantage","8"
"Tim Hecker","8"
"Tortoise","8"
"Vampire Weekend","8"
"Van Morrison","8"
"Anna of the North","7"
"Beck","7"
"Buddy Rich","7"
"Ghostface Killah","7"
"Isaiah Rashad","7"
"John Coltrane","7"
"Joy Division","7"
"Mariah Carey","7"
"TV on the Radio","7"
"AFI","6"
"Ariel Pink","6"
"Big Sean","6"
"Cardi B","6"
"Chaos Chaos","6"
"Chromatics","6"
"Dustin O'Halloran","6"
"Eminem","6"
"Evenings","6"
"Frank Black","6"
"Nicki Minaj","6"
"Paul McCartney","6"
"Pixies","6"
"Shlohmo","6"
"T. Rex","6"
"Taylor Swift","6"
"The Early November","6"
"The Space Lady","6"
"Tom Petty and The Heartbreakers","6"
"Yellowcard","6"
"6LACK","5"
"Architecture in Helsinki","5"
"Cansei de Ser Sexy","5"
"Collective Soul","5"
"Feist","5"
"Gang Gang Dance","5"
"Rae Sremmurd","5"
"Spooky Black","5"
"Tame Impala","5"
"The Killers","5"
"The Microphones","5"
"U2","5"
"Whitney Houston","5"
"Young Thug","5"
"All Dogs","4"
"Big Mosey","4"
"Blur","4"
"Chairlift","4"
"Classixx","4"
"Claude Debussy","4"
"Coheed and Cambria","4"
"David Bazan","4"
"DJ Khaled","4"
"Finch","4"
"Forest Swords","4"
"Frightened Rabbit","4"
"Fugazi","4"
"Harold Budd","4"
"Hazel English","4"
"J. Cole","4"
"Jack Ü","4"
"James Horner","4"
"Jay Som","4"
"Jon Brion","4"
"Led Zeppelin","4"
"Live","4"
"Marnie Stern","4"
"Miguel","4"
"Real Estate","4"
"Sheer Mag","4"
"The Decemberists","4"
"The Durutti Column","4"
"The Notwist","4"
"The Shins","4"
"Vera November","4"
"WANIMA","4"
"Y La Bamba","4"
"2 Chainz","3"
"Asobi Seksu","3"
"Bing & Ruth","3"
"Bone Thugs-N-Harmony","3"
"Broken Social Scene","3"
"Burial","3"
"Busta Rhymes","3"
"Chris Brown","3"
"Cloud Nothings","3"
"Cymbals Eat Guitars","3"
"Dashboard Confessional","3"
"Dean Blunt","3"
"Diet Cig","3"
"Död Mark","3"
"Future","3"
"Home","3"
"HONNE","3"
"Hop Along","3"
"Hot Sugar","3"
"Iberia","3"
"Javelin","3"
"JAY-Z","3"
"Jethro Tull","3"
"Julee Cruise","3"
"Korn","3"
"Kuedo","3"
"Lana Del Rey","3"
"Lil Uzi Vert","3"
"Local Natives","3"
"Major Lazer","3"
"MGMT","3"
"Michael Jackson","3"
"Migos","3"
"Missy Elliott","3"
"Mt. Si","3"
"NAV","3"
"Oren Major","3"
"Panic! at the Disco","3"
"Patti Smith","3"
"Phantogram","3"
"Phil Collins","3"
"Ponytail","3"
"R. Kelly","3"
"Ryan Hemsworth","3"
"sad13","3"
"Savage Garden","3"
"Siouxsie and the Banshees","3"
"Sparks","3"
"Speak","3"
"Starfucker","3"
"Taken by Trees","3"
"Tegan and Sara","3"
"The Bangles","3"
"The Black Keys","3"
"The Bouncing Souls","3"
"The Chainsmokers","3"
"The Knife","3"
"The Magnetic Fields","3"
"The Nerves","3"
"The Replacements","3"
"The Who","3"
"They Might Be Giants","3"
"War on Women","3"
"Washed Out","3"
"Wings","3"
"YG","3"
"Zs","3"
"!!!","2"
"A Minor Forest","2"
"Alkaline Trio","2"
"Aminé","2"
"Anderson .Paak","2"
"Arto Lindsay","2"
"Avey Tare","2"
"Aye Nako","2"
"Beach Fossils","2"
"Bill Evans","2"
"Bill Evans Trio","2"
"BL'EVE Brown","2"
"Black Kids","2"
"Black Kray","2"
"Bobby Hutcherson","2"
"Bonnie Tyler","2"
"Broadcast","2"
"BROCKHAMPTON","2"
"Bryson Tiller","2"
"Buke and Gase","2"
"Charlie Haden","2"
"Clan of Xymox","2"
"Creedence Clearwater Revival","2"
"Cut Copy","2"
"Destroyer","2"
"DJ Snake","2"
"Dorian","2"
"Downtown Boys","2"
"Dr. Dog","2"
"Earl Sweatshirt","2"
"Elliott Smith","2"
"Erik Blood","2"
"Erykah Badu","2"
"Ethereal","2"
"Flor","2"
"Foxy Brown","2"
"From First to Last","2"
"Glassjaw","2"
"Gorillaz","2"
"Gucci Mane","2"
"Holy Ghost!","2"
"Hot Chip","2"
"Iglooghost","2"
"INXS","2"
"Jawbreaker","2"
"Jefferson Airplane","2"
"Jib Kidder","2"
"Joyce Manor","2"
"JUNGLEPUSSY","2"
"Kaitlyn Aurelia Smith","2"
"Kamasi Washington","2"
"Kevzor","2"
"Kllo","2"
"Kraftwerk","2"
"Larz Randa","2"
"Leon Bridges","2"
"Les Rallizes Dénudés","2"
"Lil' Wayne","2"
"Lit","2"
"Logic","2"
"Lone","2"
"Loscil","2"
"Mahavishnu Orchestra","2"
"Method Man","2"
"Metro Boomin","2"
"Mndsgn","2"
"Nathan Goshen","2"
"North Lake","2"
"Now, Now","2"
"OFWGKTA","2"
"Orbital","2"
"Pantha du Prince","2"
"Paramore","2"
"phay","2"
"Phoenix","2"
"Pile","2"
"Pinback","2"
"Pinegrove","2"
"Pink Floyd","2"
"Pretty Ricky","2"
"Prince Innocence","2"
"Pusha T","2"
"Pye Corner Audio","2"
"Reggie and the Full Effect","2"
"Rihanna","2"
"RKCB","2"
"Robbie Nevil","2"
"Roxy Music","2"
"Röyksopp","2"
"Santigold","2"
"Shaggy","2"
"Shopping","2"
"Shura","2"
"Simple Minds","2"
"Sinéad O'Connor","2"
"Sky Ferreira","2"
"Sleater-Kinney","2"
"Slow Meadow","2"
"Soccer Mommy","2"
"Spice Girls","2"
"St. Vincent","2"
"Stevie Nicks","2"
"Sum 41","2"
"SWV","2"
"T-Pain","2"
"Tender","2"
"The Ataris","2"
"The Dave Brubeck Quartet","2"
"The Garden","2"
"The Juliana Theory","2"
"The Kinks","2"
"The Langley Schools Music Project","2"
"The New Pornographers","2"
"The Promise Ring","2"
"The Range of Light Wilderness","2"
"The Starting Line","2"
"The Sugarcubes","2"
"The Units","2"
"Thrice","2"
"Tiger Trap","2"
"TLC","2"
"Total","2"
"Totally Enormous Extinct Dinosaurs","2"
"Unknown Mortal Orchestra","2"
"Usher","2"
"Waxahatchee","2"
"Willow","2"
"Yes","2"
"Yo Trane","2"
"::M∆DE::IN::HEIGHTS::","1"
"(Sandy) Alex G","1"
"21 Savage","1"
"702","1"
"79.5","1"
"A Boogie wit da Hoodie","1"
"A Tribe Called Quest","1"
"A. G. Cook","1"
"A1","1"
"Ab-Soul","1"
"Abby","1"
"Albin Gromer","1"
"Alex Burkat","1"
"Alexandra Savior","1"
"Alice Coltrane","1"
"Alien Ant Farm","1"
"All Saints","1"
"All Time Low","1"
"alt-J","1"
"AlunaGeorge","1"
"Aly & AJ","1"
"Alyx Ander","1"
"American Football","1"
"Andy Stott","1"
"Angel Olsen","1"
"Aphex Twin","1"
"Apollo Up!","1"
"Arca","1"
"Archy Marshall","1"
"Art School Jocks","1"
"Ashford & Simpson","1"
"ASTR","1"
"Austra","1"
"Autopassion","1"
"Avey Tare's Slasher Flicks","1"
"Axel Boman","1"
"AyokAy","1"
"B.o.B","1"
"B2K","1"
"BANKS","1"
"Basement Jaxx","1"
"BAYNK","1"
"Bayou","1"
"Beenie Man","1"
"Belly","1"
"Benny Sings","1"
"Bernice","1"
"Big Grams","1"
"Big Star","1"
"Billie Holiday","1"
"Billy Idol","1"
"Black Eyes","1"
"Black Mountain","1"
"BLAck pARty","1"
"Black Tambourine","1"
"Bloc Party","1"
"Bob Dorough","1"
"Bobby","1"
"Bonobo","1"
"Bonzie","1"
"Book of Love","1"
"Boris","1"
"Borussia","1"
"Botany","1"
"Boys Age","1"
"Boys Like Girls","1"
"Braid","1"
"Brian McBride","1"
"Bridgit Mendler","1"
"Bright Eyes","1"
"Broken Bells","1"
"Broods","1"
"Busu","1"
"Caddywhompus","1"
"Captain Hollywood Project","1"
"Captain Jack","1"
"Casino Versus Japan","1"
"Cat Power","1"
"Catch 22","1"
"Ce Ce Peniston","1"
"Ceo","1"
"Ceramic Hello","1"
"Chad VanGaalen","1"
"Charles Mingus","1"
"Charlotte Gainsbourg","1"
"Chastity Belt","1"
"Chela","1"
"Chet Baker","1"
"Christopher Rau","1"
"Cibo Matto","1"
"City and Colour","1"
"Clap Your Hands Say Yeah","1"
"Clark","1"
"Clipse","1"
"cLOUDDEAD","1"
"Clubfeet","1"
"Cluster","1"
"Cocteau Twins","1"
"Cold War Kids","1"
"Coldplay","1"
"Colouring","1"
"Cornelius","1"
"Counting Crows","1"
"Craft Spells","1"
"Craig David","1"
"Cults","1"
"Cyndi Lauper","1"
"Da Brat","1"
"Dabrye","1"
"Daniel Caesar","1"
"Daniel Got Hits","1"
"Daniel Lanois","1"
"Danny Brown","1"
"Danny Byrd","1"
"Danny L Harle","1"
"Darkest Hour","1"
"Dave Matthews Band","1"
"Day Wave","1"
"Deal Casino","1"
"Death Grips","1"
"Decarlo","1"
"Denitia","1"
"Dent May","1"
"Desire","1"
"Devo","1"
"DIIV","1"
"Dimlite","1"
"Dinosaur Jr.","1"
"DJ Rashad","1"
"DM Stith","1"
"Do Make Say Think","1"
"Dram","1"
"Dre Beeze","1"
"Dua Lipa","1"
"Duck Sauce","1"
"Duke Ellington","1"
"Duran Duran","1"
"Duster","1"
"Echo & the Bunnymen","1"
"Eddie Kendricks","1"
"edward penfold","1"
"Eels","1"
"El Búho","1"
"Electric Bodega","1"
"Electric Guest","1"
"Ella Vos","1"
"Elle King","1"
"Elmore James","1"
"Elvis Depressedly","1"
"Emancipator","1"
"Esperanza Spalding","1"
"Eugene Bowen","1"
"Evans Pyramid","1"
"Everything But the Girl","1"
"Ezra Furman & The Harpoons","1"
"Fabiana Palladino","1"
"Faces","1"
"Fashawn","1"
"Fatima","1"
"Fern Kinney","1"
"Fiona Apple","1"
"Flo Morrissey and Matthew E. White","1"
"Flume","1"
"Foreigner","1"
"Frank Zappa","1"
"Frankie Cosmos","1"
"Freddie Gibbs","1"
"French Montana","1"
"Friends In America","1"
"Fryars","1"
"Gang of Four","1"
"Genders","1"
"Genius Of Time","1"
"George Clanton","1"
"Gillian Welch","1"
"Ginuwine","1"
"Givers","1"
"Go West","1"
"gobbinjr","1"
"Goldfrapp","1"
"GoldLink","1"
"Goldmund","1"
"Great Good Fine OK","1"
"Guided by Voices","1"
"Gwen Stefani","1"
"Hall & Oates","1"
"Hatchie","1"
"Hate Drugs","1"
"Hayley Williams","1"
"Hedegaard","1"
"Herbie Hancock","1"
"Hi-Tek","1"
"Holly Herndon","1"
"Homeboy Sandman","1"
"Honey Moon","1"
"Hoobastank","1"
"Hoops","1"
"House Of Pharaohs","1"
"How to Dress Well","1"
"Huey Lewis & The News","1"
"Hunx and His Punx","1"
"IDLES","1"
"Iron & Wine","1"
"Islands","1"
"It Looks Sad.","1"
"Ivan Ave","1"
"J Balvin","1"
"J-Kwon","1"
"J. Holiday","1"
"J. Tillman","1"
"J.I.D","1"
"J.J. Cale","1"
"Jamie Woon","1"
"Japandroids","1"
"Jefre Cantu-Ledesma","1"
"Jenny Lewis","1"
"Jermaine Elliott","1"
"Jets to Brazil","1"
"Jim Croce","1"
"Jim James","1"
"Jocelyn Enriquez","1"
"Joel Gibb","1"
"John Talabot","1"
"Jon Bap","1"
"Jonathan Fire*Eater","1"
"Jonathan Johansson","1"
"Jordaan Mason & the Horse Museum","1"
"Juana Molina","1"
"Julia Holter","1"
"Ka5sh","1"
"Kali Uchis","1"
"KamPAIGN","1"
"Káryyn","1"
"Katie Ellen","1"
"Katrina and the Waves","1"
"Keith Jarrett","1"
"KeithCharles Spacebar","1"
"Kellerkind","1"
"Kelly Lee Owens","1"
"Kendal Johansson","1"
"kev decor","1"
"Kid Ink","1"
"Kilo Kish","1"
"Kindness","1"
"King Gizzard & The Lizard Wizard","1"
"Kingdom","1"
"Kodak Black","1"
"Kool & The Gang","1"
"KYLE","1"
"La Bouche","1"
"La Sonora Dinamita","1"
"Lake","1"
"Land of Talk","1"
"Laraaji","1"
"Late Night Tales","1"
"Laurel Halo","1"
"Lemuria","1"
"Liam Payne","1"
"Lightning Bolt","1"
"Lightspeed Champion","1"
"Lil Pump","1"
"Lil Yachty","1"
"Lipgloss Twins","1"
"London Grammar","1"
"Lonnie Holley","1"
"Look to Ashlar","1"
"Los Campesinos!","1"
"Lostboycrow","1"
"Ludus","1"
"Lushlife","1"
"Madteo","1"
"Madvillain","1"
"Maps","1"
"Marconi Union","1"
"Mariahlynn","1"
"Marietta","1"
"Marika Hackman","1"
"Marillion","1"
"Mates of State","1"
"Max Mohr","1"
"Mazzy Star","1"
"Meat Wave","1"
"Melkbelly","1"
"Melody's Echo Chamber","1"
"Melt Yourself Down","1"
"Men I Trust","1"
"Menomena","1"
"Message To Bears","1"
"Metronomy","1"
"Miami Horror","1"
"Michael Ozone","1"
"Mick Jenkins","1"
"Middle Kids","1"
"Midge Ure","1"
"Midtown","1"
"Mike Will Made-It","1"
"Mila J","1"
"Miracle Fortress","1"
"MØ","1"
"Modern English","1"
"Monica","1"
"Monster Treasure","1"
"Moses Sumney","1"
"Motor City Drum Ensemble","1"
"Mount Eerie","1"
"Mount Kimbie","1"
"Movement","1"
"Mr Jukes","1"
"Mr. B","1"
"Mr. Little Jeans","1"
"MR. NIGHT SKY","1"
"MssingNo","1"
"múm","1"
"MUNA","1"
"Mura Masa","1"
"MxPx","1"
"My Summer Bee","1"
"Natalie Merchant","1"
"New Buffalo","1"
"New Found Glory","1"
"New Model Army","1"
"New Order","1"
"Nicki French","1"
"Nightcrawlers","1"
"Nine Inch Nails","1"
"Nnamdi Ogbonnaya","1"
"No Age","1"
"No Doubt","1"
"No Vacation","1"
"Nothing","1"
"Nouvelle Vague","1"
"Nu Shooz","1"
"Obey City","1"
"ODESZA","1"
"Offset","1"
"Oliver Houston","1"
"Olivia Newton-John","1"
"Omar Kadir","1"
"Omar Linx","1"
"Open Mike Eagle","1"
"Orange Juice","1"
"Orchestral Manoeuvres in the Dark","1"
"Ought","1"
"Owl City","1"
"Painted Palms","1"
"Palehound","1"
"Paradise's Deep Groove","1"
"Parquet Courts","1"
"Parra for Cuva","1"
"Passion Pit","1"
"Pedro the Lion","1"
"Perfume","1"
"Petal","1"
"Peter Broderick","1"
"Phèdre","1"
"Philip Glass","1"
"Photay","1"
"Pity Sex","1"
"Playboi Carti","1"
"Popnoname","1"
"Porcelain Raft","1"
"Porter Wagoner","1"
"Powers","1"
"Prisoners Of Base","1"
"Punchline","1"
"Pure X","1"
"PVRIS","1"
"Pylon","1"
"Q and Not U","1"
"Queens of the Stone Age","1"
"Quincy Jones","1"
"R.E.M.","1"
"R3hab","1"
"Ra Ra Riot","1"
"Ramones","1"
"Rancid","1"
"Reagan Youth","1"
"Real McCoy","1"
"Regina Spektor","1"
"Reigning Sound","1"
"Republica","1"
"Rexy","1"
"Ricky Eat Acid","1"
"Rilo Kiley","1"
"Ro James","1"
"Robin S","1"
"Roly Porter","1"
"Ron Gallo","1"
"RONiiA","1"
"Rosie Lowe","1"
"Roy Woods","1"
"RP Boo","1"
"Ruth B.","1"
"Ruthven","1"
"Saba","1"
"Sabrina Claudio","1"
"Saetia","1"
"SALES","1"
"Samo DJ","1"
"San Cisco","1"
"Sarah Vaughan","1"
"SBTRKT","1"
"Schneider TM","1"
"Scott Walker","1"
"Sebastien Grainger","1"
"Selena Gomez","1"
"Sevyn Streeter","1"
"Shallou","1"
"Shawn Men Instrumental","1"
"Shawty Pimp","1"
"ShitKid","1"
"Shy Girls","1"
"Silicon","1"
"Simon & Garfunkel","1"
"Sir Sly","1"
"Skeme","1"
"Smokepurpp","1"
"Snapcase","1"
"Sneaks","1"
"Snowdogs","1"
"Soft Hair","1"
"Solange","1"
"Solomon Burke","1"
"Soul Asylum","1"
"Spiritualized","1"
"Stars Of Track And Field","1"
"Stealers Wheel","1"
"Steve Void","1"
"Stevie Wonder","1"
"Strife","1"
"Stroke 9","1"
"Strong Arm Steady","1"
"Student Rick","1"
"Sunbeam Sound Machine","1"
"Super Furry Animals","1"
"Suzanne Kraft","1"
"Suzi Analogue","1"
"Swain","1"
"Swim Deep","1"
"T.Y.E","1"
"T'Pau","1"
"Tacocat","1"
"Taylor Dayne","1"
"Taylor McFerrin","1"
"Teengirl Fantasy","1"
"Television","1"
"Tennis","1"
"Thao & The Get Down Stay Down","1"
"The 2 Bears","1"
"The Academy Is...","1"
"The Antlers","1"
"The Avalanches","1"
"The Beatles","1"
"The Clash","1"
"The Cure","1"
"The Doobie Brothers","1"
"The Drums","1"
"The Floozies","1"
"The Fray","1"
"The Glitter Band","1"
"The Hackwells","1"
"The Hotelier","1"
"The Jealous Sound","1"
"The Juan Maclean","1"
"The Juliana Hatfield Three","1"
"The Moldy Peaches","1"
"The Police","1"
"The Power Station","1"
"The Prodigy","1"
"The Psychedelic Furs","1"
"The Seeds","1"
"the spirit of the beehive","1"
"The Used","1"
"The Velvet Teen","1"
"The Velvet Underground","1"
"The Waterboys","1"
"The Weeks","1"
"The White Stripes","1"
"Their / They're / There","1"
"Thick","1"
"Tiger & Woods","1"
"Tko","1"
"Tom Tom Club","1"
"Torn Hawk","1"
"Toto","1"
"Trader Horne","1"
"Trashique (Grimes x HANA)","1"
"Travi$ Scott","1"
"Travis","1"
"Trevor Lanier","1"
"Trooper","1"
"Troye Sivan","1"
"Trust Fund","1"
"TRXD","1"
"Tune-Yards","1"
"Tunng","1"
"TV Girl","1"
"Twista","1"
"Two Friends","1"
"Ty Dolla $ign","1"
"Tyler, the Creator","1"
"Tyus","1"
"Underworld","1"
"Unwound","1"
"UV-TV","1"
"Varg","1"
"Vengaboys","1"
"Vérité","1"
"Via CJ","1"
"Vic Mensa","1"
"Visible Cloaks","1"
"Vivian Girls","1"
"Wale","1"
"Walter TV","1"
"Warpaint","1"
"Waterbed","1"
"What So Not","1"
"wiki","1"
"Wild Nothing","1"
"Will Smith","1"
"William Basinski","1"
"William Shatner","1"
"Wingtip","1"
"Wire","1"
"Wolfmother","1"
"Wynton Marsalis","1"
"XUITCASECITY","1"
"XXXTENTACION","1"
"XY&O","1"
"Yelle","1"
"Ying Yang Twins","1"
"YOKE LORE","1"
