"name","playcount"
"London Elektricity","1"
"Long Sleeping Songs to Help You Relax All Night","1"
"Los Campesinos!","1"
"Los Cripis","1"
"Love Inks","1"
"Lower Dens","1"
"Lowercase Noises","1"
"Ludovico Einaudi","1"
"Luke Abbott","1"
"Marcel","1"
"Marconi Union","1"
"Marie Laforêt","1"
"Marsheaux","1"
"Martyn","1"
"Massage Tribe","1"
"McDonald and Giles","1"
"Meghan Trainor","1"
"Memory Cassette","1"
"Memory Tapes","1"
"Miike Snow","1"
"MillionYoung","1"
"Milton Nascimento","1"
"Mitch Murder","1"
"MØ","1"
"Moderat","1"
"Molly Nilsson","1"
"Mr Twin Sister","1"
"Mtume","1"
"Mulatu Astatke","1"
"My Bloody Valentine","1"
"Navid Izadi","1"
"Nicolas Jaar","1"
"Onra","1"
"Orchestra Seattle","1"
"Pantha du Prince","1"
"Patrice Bäumel","1"
"Paul Horn","1"
"Paul McCartney","1"
"Phon.o","1"
"Piero Umiliani","1"
"Plural Noun","1"
"Poliça","1"
"Politesse","1"
"Porcelain Raft","1"
"Postiljonen","1"
"Prince & The Revolution","1"
"Private Pleasure","1"
"Psyche","1"
"PVT","1"
"Ramones","1"
"Random Forest","1"
"Rhye","1"
"Rick James","1"
"Ripperton","1"
"Robyn","1"
"Rockabye Baby!","1"
"Rod Stewart","1"
"Róisín Murphy","1"
"Roxy Music","1"
"Ruff Endz","1"
"Rye Rye","1"
"SBTRKT","1"
"Scarface","1"
"Scarlett Johansson","1"
"Scorn","1"
"Scuba","1"
"Simple Minds","1"
"Siriusmo","1"
"Sky Ferreira","1"
"Slava","1"
"Snoop Dogg","1"
"Solar Bears","1"
"Spa Music Collective","1"
"Spherix","1"
"Spinvis","1"
"Spooky Black","1"
"Sporto Kantès","1"
"Star Slinger","1"
"Still Corners","1"
"Stretch","1"
"Stuart Buck","1"
"Sunshine","1"
"Survivor","1"
"T++","1"
"Taken by Trees","1"
"Telefon Tel Aviv","1"
"Tennis","1"
"The Asteroids Galaxy Tour","1"
"The Books","1"
"The Cardigans","1"
"The Congos","1"
"The Echelon Effect","1"
"The Flashbulb","1"
"The Jesus and Mary Chain","1"
"The Left Banke","1"
"The Memories","1"
"The Men","1"
"The Paellas","1"
"The Stooges","1"
"The Velvet Underground","1"
"The Wonder Who?","1"
"The Wrens","1"
"The-Dream","1"
"Third Eye Blind","1"
"Thom Yorke","1"
"Thomas Newman","1"
"TLC","1"
"Tobacco","1"
"Todd Rundgren","1"
"Tomas Barfod","1"
"Tony Williams","1"
"Tortoise","1"
"Total Warr","1"
"Totally Enormous Extinct Dinosaurs","1"
"Towa Tei","1"
"Travis Porter","1"
"Tropes","1"
"Trust","1"
"Twin Cabins","1"
"Twin Sister","1"
"Tyondai Braxton","1"
"Vera November","1"
"Vincent Markowski","1"
"Wallflower","1"
"Wang Chung","1"
"Warpaint","1"
"Wasted Nights","1"
"Wax Tailor","1"
"William Orbit","1"
"Wolfgang Amadeus Mozart","1"
"Wyclef Jean","1"
"Yacht","1"
"Zammuto","1"
"Zbigniew Preisner","1"
