"name","playcount"
"Wings","25"
"Ed Harcourt","24"
"Teebs","24"
"Charly Bliss","23"
"The Blow","23"
"Lil B","22"
"Real Estate","22"
"Tiny Ruins","22"
"Why?","22"
"American Football","21"
"HAIM","21"
"Robert Fripp","21"
"Tame Impala","21"
"The Dismemberment Plan","21"
"The Get Up Kids","21"
"Viking Moses","21"
"Bloc Party","20"
"Stephen Malkmus and the Jicks","20"
"Broken Social Scene","19"
"Jimi Hendrix","19"
"My Bloody Valentine","19"
"Nine Inch Nails","19"
"Clap Your Hands Say Yeah","18"
"Courtney Barnett","18"
"Grizzly Bear","18"
"Hans Zimmer","18"
"James Blake","18"
"T. Rex","18"
"Yaeji","18"
"Arthur Russell","17"
"Candy Claws","17"
"Daniel Johnston","17"
"Nirvana","17"
"Pink Floyd","17"
"Stone Temple Pilots","17"
"The Replacements","17"
"Vagabon","17"
"Ariel Pink","16"
"Dan Romer","16"
"Dean Blunt","16"
"Deerhoof","16"
"Deerhunter","16"
"DJ Koze","16"
"Jamie xx","16"
"Jens Lekman","16"
"Majical Cloudz","16"
"Metro Riders","16"
"Miles Davis","16"
"Mitski","16"
"The Bouncing Souls","16"
"U2","16"
"XXYYXX","16"
"Big Thief","15"
"Delorean","15"
"Neon Indian","15"
"Post Malone","15"
"The Futureheads","15"
"The Tough Alliance","15"
"thestand4rd","15"
"Weezer","15"
"Yves Tumor","15"
"Bob Dylan","14"
"Christine and the Queens","14"
"El Guincho","14"
"Gnarls Barkley","14"
"How to Dress Well","14"
"Lady Lamb","14"
"Modest Mouse","14"
"Scarlett Johansson","14"
"Talking Heads","14"
"The Band","14"
"細野晴臣","14"
"Beyoncé","13"
"Billie Eilish","13"
"Covet","13"
"Father John Misty","13"
"Jenny Lewis","13"
"Little Dragon","13"
"Queen","13"
"Shintaro Sakamoto","13"
"Soccer Mommy","13"
"Yes","13"
"Architecture in Helsinki","12"
"Daft Punk","12"
"M.I.A.","12"
"Paul McCartney","12"
"Remo Drive","12"
"The Cranberries","12"
"Xenia Rubinos","12"
"Young Guv","12"
"Fiona Apple","11"
"Habibi","11"
"Julien Baker","11"
"Lykke Li","11"
"Mirah","11"
"Neil Young","11"
"Patti Smith","11"
"Prince","11"
"Sky Ferreira","11"
"Susumu Yokota","11"
"The Dave Brubeck Quartet","11"
"The Sea and Cake","11"
"Vangelis","11"
"Viktor Vaughn","11"
"Actress","10"
"Aesop Rock","10"
"Aris Kindt","10"
"Bleachers","10"
"Built to Spill","10"
"Death Grips","10"
"Gil Scott-Heron","10"
"mujo","10"
"Roy Orbison","10"
"Spencer Kingman","10"
"Stevia","10"
"The Rolling Stones","10"
"Air","9"
"Arthur Verocai","9"
"Ben Frost","9"
"Bibio","9"
"David Byrne","9"
"Devendra Banhart","9"
"DIIV","9"
"Emitt Rhodes","9"
"Filter","9"
"Hans-Joachim Roedelius","9"
"Heathered Pearls","9"
"Hop Along","9"
"Ross From Friends","9"
"Sharon Van Etten","9"
"Spoon","9"
"Squarepusher","9"
"Sunny Day Real Estate","9"
"The Notorious B.I.G.","9"
"The Polyphonic Spree","9"
"Van Halen","9"
"Wilco","9"
"砂原良徳","9"
"Arcade Fire","8"
"Caroline Polachek","8"
"De Lux","8"
"El-P","8"
"Future Islands","8"
"Harold Budd","8"
"Hot Chip","8"
"Jay Farrar","8"
"JAY-Z","8"
"Leandro Fresco","8"
"Magazine","8"
"Marvin Gaye","8"
"New Order","8"
"Rage Against the Machine","8"
"Sam Cooke","8"
"Television","8"
"The Album Leaf","8"
"Washed Out","8"
"Wolf Parade","8"
"坂本龍一","8"
"Asobi Seksu","7"
"Beck","7"
"Belle and Sebastian","7"
"Bon Iver","7"
"Britney Spears","7"
"Clairo","7"
"Daniel Lopatin","7"
"Diplo","7"
"Don Nelson","7"
"FaltyDL","7"
"Felicia Atkinson","7"
"Fleet Foxes","7"
"Fugazi","7"
"Giorgio Moroder","7"
"Green Day","7"
"Interpol","7"
"Jimmy Eat World","7"
"Phoenix","7"
"Rustie","7"
"The 1975","7"
"The Postal Service","7"
"The Willowz","7"
"They Might Be Giants","7"
"Todd Terje","7"
"Toots and The Maytals","7"
"Yellow Magic Orchestra","7"
"12 Rods","6"
"Autre Ne Veut","6"
"Ben Folds Five","6"
"Christoph De Babalon","6"
"Cigarettes After Sex","6"
"Cursive","6"
"Dehd","6"
"Department of Eagles","6"
"Domknowz","6"
"Elvis Costello & The Attractions","6"
"Fishmans","6"
"Generationals","6"
"Jai Paul","6"
"jj","6"
"Laurie Spiegel","6"
"Leif","6"
"Let's Eat Grandma","6"
"Lightspeed Champion","6"
"Max Richter","6"
"Mid-Air Thief","6"
"Neko Case","6"
"Phèdre","6"
"Q and Not U","6"
"Satoshi Ashikawa","6"
"The Appleseed Cast","6"
"The Beatles","6"
"The Strokes","6"
"The Sugarcubes","6"
"The xx","6"
"The Zombies","6"
"Voxtrot","6"
"Waxahatchee","6"
"Yoni & Geti","6"
"Ben Gibbard","5"
"Cashmere Cat","5"
"Chance the Rapper","5"
"Christian Lee Hutson","5"
"Flipper's Guitar","5"
"Jon Hopkins","5"
"Les Sins","5"
"Miley Cyrus","5"
"Passion Pit","5"
"Ponytail","5"
"Puzzle","5"
"Ramones","5"
"Ratatat","5"
"Rihanna","5"
"Rilo Kiley","5"
"Tiësto","5"
"Twin Shadow","5"
"Anna of the North","4"
"Antonio Williams","4"
"At the Drive-In","4"
"Beastie Boys","4"
"Benoît Pioulard","4"
"Black Dice","4"
"Car Seat Headrest","4"
"Cold War Kids","4"
"Conor Oberst","4"
"Deakin","4"
"Duster","4"
"Evenings","4"
"Gang of Four","4"
"Girl Talk","4"
"Ian Urbina","4"
"Japanther","4"
"John Lennon","4"
"Led Zeppelin","4"
"Lightning Bolt","4"
"Paul Simon","4"
"Run the Jewels","4"
"Sam Evian","4"
"Sean Nicholas Savage","4"
"Sigur Rós","4"
"Stevie Wonder","4"
"The Flys","4"
"The Gentleman Losers","4"
"The Specials","4"
"The Weeknd","4"
"Adrianne Lenker","3"
"Arcade Player","3"
"Bone Thugs-N-Harmony","3"
"Calexico","3"
"Cate Le Bon","3"
"Damaged Bug","3"
"Dawn Richard","3"
"Dinosaur Jr.","3"
"Electric Light Orchestra","3"
"Feist","3"
"George Harrison","3"
"Helios","3"
"James Holden","3"
"Jethro Tull","3"
"Josh Rouse","3"
"Julia Jacklin","3"
"Khotin","3"
"Lata Mangeshkar","3"
"Lnrdcroy","3"
"Madvillain","3"
"Metallica","3"
"MF DOOM","3"
"Phantogram","3"
"Shout Out Louds","3"
"Talib Kweli","3"
"The Field","3"
"The Joggers","3"
"The Kinks","3"
"The Microphones","3"
"The Police","3"
"The Stone Roses","3"
"The Stooges","3"
"The Streets","3"
"Tortoise","3"
"William Basinski","3"
"Women","3"
"311","2"
"A Tribe Called Quest","2"
"A.C. Newman","2"
"Aaliyah","2"
"Akira Ito","2"
"Angelica Bess","2"
"ari solus","2"
"Berwyn","2"
"Bikeride","2"
"blink-182","2"
"Blonde Redhead","2"
"Childish Gambino","2"
"Converge","2"
"Cut Worms","2"
"Danny Elfman","2"
"David Bowie","2"
"Don Caballero","2"
"Don Cherry","2"
"E Ruscha V","2"
"Emily A. Sprague","2"
"Emmett kai","2"
"Etsuko Yakushimaru","2"
"Floating Points","2"
"Flume","2"
"Fumio Miyashita","2"
"George Gershwin","2"
"Geto Boys","2"
"Ghost Town DJ's","2"
"Goldmund","2"
"Grateful Dead","2"
"Hall & Oates","2"
"Jakob Ogawa","2"
"Japanese Breakfast","2"
"Jefre Cantu-Ledesma","2"
"John Maus","2"
"Kelly Lee Owens","2"
"Khalid","2"
"Leonard Cohen","2"
"Lion","2"
"macseal","2"
"Masahiro Sugaya","2"
"Mates of State","2"
"Melvins","2"
"Moses Sumney","2"
"Nivhek","2"
"No Rome","2"
"Noname","2"
"Peter Ivers","2"
"Porches","2"
"Pyotr Ilyich Tchaikovsky","2"
"Snarls","2"
"Sondre Lerche","2"
"Stars of the Lid","2"
"Struggle","2"
"Sun Ra","2"
"Tegan and Sara","2"
"Tensnake","2"
"The Antlers","2"
"The Hotelier","2"
"The Modern Lovers","2"
"The New Pornographers","2"
"The Rah Band","2"
"The Smiths","2"
"the spirit of the beehive","2"
"Third Eye Blind","2"
"Thom Yorke","2"
"Travi$ Scott","2"
"TV on the Radio","2"
"U.S.E. Trio","2"
"Yoshio Ojima","2"
"Zammuto","2"
"10cc","1"
"645AR","1"
"A Winged Victory for the Sullen","1"
"abelia","1"
"Active Child","1"
"ADULT.","1"
"Against All Logic","1"
"Alex Cameron","1"
"Alien Ant Farm","1"
"Allan Kingdom","1"
"Alm Bark","1"
"Andy Stott","1"
"Angel Olsen","1"
"Arab Strap","1"
"Arnold Kasar","1"
"Arp","1"
"Asako Toki","1"
"ASTR","1"
"Augustine","1"
"Autechre","1"
"Avey Tare","1"
"Bill Withers","1"
"Bing & Ruth","1"
"Bing Crosby","1"
"Black Dirty","1"
"Black Marble","1"
"Black Moth Super Rainbow","1"
"Blackstreet","1"
"Brand New","1"
"Brazilian Girls","1"
"Broods","1"
"Bruce Springsteen","1"
"C418","1"
"Cannonball Adderley","1"
"Caretaker","1"
"Caroline Rose","1"
"Chaos Chaos","1"
"Chaos in the CBD","1"
"Charles Mingus","1"
"Charli XCX","1"
"Chihei Hatakeyama","1"
"Cleaners From Venus","1"
"cLOUDDEAD","1"
"CocoRosie","1"
"Cocteau Twins","1"
"Colleen","1"
"College","1"
"Compost","1"
"Connan Mockasin","1"
"Craig Finn","1"
"cupcakKe","1"
"Dakota Suite","1"
"Dimlite","1"
"Dntel","1"
"Donny McCaslin","1"
"Doon Kanda","1"
"Downtown Boys","1"
"Ducktails","1"
"Earl Grant","1"
"Easy Star All-Stars","1"
"El Chapo De Sinaloa","1"
"eleventyseven","1"
"Ellen Arkbro","1"
"Elton John","1"
"Emerson, Lake & Palmer","1"
"Envy","1"
"Erla Þorsteinsdóttir","1"
"Ernest Hood","1"
"Esmé Patterson","1"
"Evanescence","1"
"Evans Pyramid","1"
"Faten Kanaan","1"
"Fatima Al Qadiri","1"
"Faye Webster","1"
"Flying Lotus","1"
"Foals","1"
"Fox + Sui","1"
"Frank Black","1"
"George Clanton","1"
"Ghostface Killah","1"
"Girlpool","1"
"Glass Candy","1"
"Goldroom","1"
"Good Game","1"
"Grandaddy","1"
"Grandmaster Flash and The Furious Five","1"
"Harold Bowen","1"
"Harry and the Potters","1"
"Helado Negro","1"
"Herb Alpert","1"
"Higher Highs","1"
"Homeboy Sandman","1"
"HOMESHAKE","1"
"Hot Water Music","1"
"I'm Glad It's You","1"
"Iceage","1"
"Invalids","1"
"Jaco Pastorius","1"
"Jay Som","1"
"Jayda G","1"
"Jeremih","1"
"Jessica Pratt","1"
"Jim Ford","1"
"Joe Henderson","1"
"Joel Gibb","1"
"John Coltrane","1"
"John Prine","1"
"Josef K","1"
"Josiah Gabriel","1"
"Julieta Venegas","1"
"Junior Murvin","1"
"Justin Timberlake","1"
"Kali Uchis","1"
"Káryyn","1"
"Kelsey Lu","1"
"Khruangbin","1"
"Kings of Convenience","1"
"Konx-om-Pax","1"
"Kool & The Gang","1"
"Koreless","1"
"Krook","1"
"Kurt Vile","1"
"L'Rain","1"
"Lana Del Rey","1"
"Laurel Halo","1"
"Leon Vynehall","1"
"Liam Finn, Ernie Brooks, Peter Zummo","1"
"Lily Allen","1"
"Limp Bizkit","1"
"Little Scream","1"
"Liz Phair","1"
"Lonnie Holley","1"
"Lonnie Liston Smith","1"
"Lonnie Liston Smith & The Cosmic Echoes","1"
"Madalyn Merkey","1"
"Madonna","1"
"Major Lazer","1"
"Mannequin Pussy","1"
"Mark Mothersbaugh","1"
"Martha Tilton","1"
"Masashi Kitamura + Phonogenix","1"
"Mazzy Star","1"
"Meat Beat Manifesto","1"
"Melody's Echo Chamber","1"
"Mercury Rev","1"
"Migos","1"
"Mild Peril","1"
"Minus the Bear","1"
"Mk.gee","1"
"Modern English","1"
"Mr. Fingers","1"
"MyPet","1"
"Naomi Shelton","1"
"Neutral Milk Hotel","1"
"Nick Murphy / Chet Faker","1"
"Nils Frahm","1"
"Noel Redding","1"
"OGRE YOU ASSHOLE","1"
"Oko Ebombo","1"
"Oren Ambarchi","1"
"orion sun","1"
"Parachute Day","1"
"Parquet Courts","1"
"Paula Tape","1"
"Penguin Cafe Orchestra","1"
"Peter Broderick","1"
"Poolside","1"
"Prophet","1"
"Pulse Emitter","1"
"Purple Mountains","1"
"Q-Tip","1"
"Ravyn Lenae","1"
"Reigning Sound","1"
"Rob Ford Explorer","1"
"Robyn","1"
"Roy Blair","1"
"Rush","1"
"sad13","1"
"Sam Smith","1"
"Sampha","1"
"Saves the Day","1"
"Scarien","1"
"Seefeel","1"
"Seekae","1"
"Sheer Mag","1"
"Shiho Yabuki","1"
"Silver Jews","1"
"Sleater-Kinney","1"
"Solomon Burke","1"
"Soții Valeria","1"
"Space Corolla","1"
"Spiritualized","1"
"St. Vincent","1"
"Stef Chura","1"
"Still Woozy","1"
"Strong Arm Steady","1"
"Suzanne Ciani","1"
"Synapse","1"
"Taken by Trees","1"
"Tanlines","1"
"Tato Gomez & Jochen Vogel","1"
"Tennis","1"
"Terry Riley","1"
"Thao","1"
"The Avalanches","1"
"The Beach Boys","1"
"The Blood Brothers","1"
"The Cars","1"
"The Champs","1"
"The Cure","1"
"The dB's","1"
"The Garden","1"
"The Good Life","1"
"The Hold Steady","1"
"The Knife","1"
"The Most","1"
"The Mountain Goats","1"
"The Other People Place","1"
"The Rural Alberta Advantage","1"
"The Singers Unlimited","1"
"The Supremes","1"
"The Walkmen","1"
"TheBusiness.","1"
"Therapeutic Reality","1"
"Thomas Newman","1"
"Thundercat","1"
"Tirzah","1"
"TLC","1"
"Tom Waits","1"
"Torn Hawk","1"
"Toshi Tsuchitori","1"
"TV Girl","1"
"Tyondai Braxton","1"
"Ulvo Ensemble","1"
"Unknown Mortal Orchestra","1"
"Vegyn","1"
"Venus Express II","1"
"Vera November","1"
"Vérité","1"
"Via App","1"
"Vince Guaraldi Trio","1"
"Visionist","1"
"Vorssenn","1"
"Willow","1"
"Wire","1"
"Yasuaki Shimizu","1"
"YOKE LORE","1"
"Yoshi Vintage","1"
"Yoshiaki Ochi","1"
"Youth Lagoon","1"
"Yusuf","1"
