"name","playcount"
"Bonnie Tyler","6"
"Busta Rhymes","6"
"Co La","6"
"College","6"
"Elton John","6"
"Kid Cudi","6"
"King Midas Sound","6"
"Led Zeppelin","6"
"Movement","6"
"Nasa","6"
"Quadron","6"
"Saint Pepsi","6"
"Serengeti","6"
"The Go! Team","6"
"Warpaint","6"
"Bloc Party","5"
"Christopher Rau","5"
"Deradoorian","5"
"Jimmy Cliff","5"
"John Talabot","5"
"My Summer Bee","5"
"Natalie Prass","5"
"Rosie Lowe","5"
"Sonny & The Sunsets","5"
"Teengirl Fantasy","5"
"The Flaming Lips","5"
"The Who","5"
"10cc","4"
"Bayou","4"
"Chromatics","4"
"Delorean","4"
"Don Slepian","4"
"Fetty Wap","4"
"Glass Candy","4"
"Hot Chip","4"
"Jamie xx","4"
"Kellerkind","4"
"Kwes.","4"
"Maya Jane Coles","4"
"My Bloody Valentine","4"
"Ol' Dirty Bastard","4"
"Stan Getz","4"
"Talking Heads","4"
"The New Division","4"
"The Stepkids","4"
"ambinate","3"
"Amy Winehouse","3"
"ASTR","3"
"BANKS","3"
"Bone Thugs-N-Harmony","3"
"Bonobo","3"
"Colin Blunstone","3"
"Elite Gymnastics","3"
"Ella Fitzgerald","3"
"Four Tet","3"
"Gold Panda","3"
"High Places","3"
"Kendrick Lamar","3"
"New Order","3"
"Norman Greenbaum","3"
"Nu Shooz","3"
"Oasis","3"
"PC Worship","3"
"Primal Scream","3"
"Sam Smith","3"
"Sia","3"
"Simian","3"
"Sky Ferreira","3"
"Sophie","3"
"Stellar OM Source","3"
"Stone Temple Pilots","3"
"The Notorious B.I.G.","3"
"The Shadows","3"
"Yo La Tengo","3"
"Aesop Rock","2"
"Animal Collective","2"
"Baths","2"
"Bibio","2"
"Blues Control","2"
"Built to Spill","2"
"Calexico","2"
"Chad Valley","2"
"Cursive","2"
"Duane Eddy","2"
"Grandmaster Flash and The Furious Five","2"
"Grouplove","2"
"Huey Lewis & The News","2"
"Jack Ü","2"
"Jaco Pastorius","2"
"Joan as Police Woman","2"
"João Gilberto","2"
"John Williams","2"
"Johnny Burnette","2"
"Julia Holter","2"
"Kodomo","2"
"Link Wray & His Wraymen","2"
"Little People","2"
"Lorde","2"
"Low Motion Disco","2"
"Michael Brecker","2"
"Mtume","2"
"Popnoname","2"
"Roosevelt","2"
"Spencer Kingman","2"
"The Fireballs","2"
"The National","2"
"The Sugarhill Gang","2"
"Tycho","2"
"UGK","2"
"Unknown Mortal Orchestra","2"
"Van Morrison","2"
"::M∆DE::IN::HEIGHTS::","1"
"20syl","1"
"2562","1"
"Adrian Orange","1"
"Alabama Shakes","1"
"Alpine","1"
"Amazing","1"
"Ancient Astronauts","1"
"Andrew Kaffer","1"
"Arthur","1"
"Autistici","1"
"Baby","1"
"Be Gulls","1"
"Beyoncé","1"
"Billy Idol","1"
"Blue Six","1"
"Boards of Canada","1"
"Boardwalk","1"
"Bok Bok","1"
"BoomBox","1"
"Brainiac","1"
"Brendan Benson","1"
"Broadcast","1"
"Broods","1"
"Buddy Holly","1"
"Caribou","1"
"Carmen McRae","1"
"Carole King","1"
"Cashmere Cat","1"
"Cayucas","1"
"Charles Mingus","1"
"Chet Faker","1"
"Chromeo","1"
"Closer Musik","1"
"D-Minus & Too Greezy feat. Traumatik","1"
"David Sylvian","1"
"Davis Hooker","1"
"Dawn Penn","1"
"Dean Blunt","1"
"DJ Koze vs. Hildegard Knef","1"
"DJ Rashad","1"
"Drexciya","1"
"Earl Wild","1"
"Electrelane","1"
"Electric Youth","1"
"Elvin Bishop","1"
"Elvis Costello & The Attractions","1"
"Emancipator","1"
"Emika","1"
"Erin McKeown","1"
"Estelle","1"
"EVE 6","1"
"Fennesz","1"
"FETE","1"
"FKA twigs","1"
"Flying Lotus","1"
"Forest Swords","1"
"Foxygen","1"
"Giuseppe Ielasi","1"
"Great Good Fine OK","1"
"Grouper","1"
"Gustav Mahler","1"
"Hiatus Kaiyote","1"
"Houses","1"
"Indeep","1"
"Inf","1"
"J-Walk","1"
"Jan Jelinek","1"
"Jenny Lewis","1"
"Jessy Lanza","1"
"Jimmy & Johnny","1"
"John Cale","1"
"John Legend","1"
"John Maus","1"
"Joy Wellboy","1"
"Just Friends","1"
"Kan Wakan","1"
"Karl Blau","1"
"Kavinsky","1"
"Ke$ha","1"
"Kiesza","1"
"King Krule","1"
"Koushik","1"
"L-Boy","1"
"Lauryn Hill","1"
"LCD Soundsystem","1"
"Leonard Bernstein","1"
"Liars","1"
"Liquid Liquid","1"
"Lone","1"
"LOWER SPECTRUM","1"
"Lucius","1"
"Lucky Dragons","1"
"Lurch & Chief","1"
"Major Lazer","1"
"Manfred Mann Chapter Three","1"
"Martha Reeves & The Vandellas","1"
"Marvin Gaye","1"
"Mary Wells","1"
"Mas Ysa","1"
"Matthewdavid","1"
"Max Essa","1"
"Meet Me in Orbit","1"
"Miguel","1"
"Mirage","1"
"Moon Mullican","1"
"Moses Sumney","1"
"Mura Masa","1"
"Muslimgauze","1"
"Nao Tokui","1"
"Nas","1"
"Nightmares on Wax","1"
"Noel Gallagher","1"
"Norbert Leo Butz","1"
"Ô Paon","1"
"Opiate","1"
"Orsten","1"
"Pawel","1"
"Peanuts Wilson","1"
"Phoria","1"
"Pretty Lights","1"
"Privacy","1"
"pronsato","1"
"Quad City DJ's","1"
"Radical Dads","1"
"Raekwon","1"
"Ramadanman","1"
"Redbone","1"
"Rex Allen","1"
"Rhye","1"
"Richard Swift","1"
"RJD2","1"
"Rubblebucket","1"
"Scott Walker","1"
"Scotty Moore Trio","1"
"Sébastien Tellier","1"
"Sergei Rachmaninoff","1"
"Sigha","1"
"Sisyphus","1"
"Skylar Spence","1"
"Sleep ∞ Over","1"
"SND","1"
"Soul Asylum","1"
"Spoon","1"
"Starfucker","1"
"Steeleye Span","1"
"Stranger Cat","1"
"Subground","1"
"Sven Libaek","1"
"Sweet Valley","1"
"Taylor Swift","1"
"Terry Noland","1"
"Terry Riley","1"
"The 2 Bears","1"
"The Acid","1"
"The Beach Boys","1"
"The Chordettes","1"
"The Cranberries","1"
"The Futureheads","1"
"The Jackson 5","1"
"The Joggers","1"
"The Knocks","1"
"The Lushlife Project","1"
"The Magnetic Fields","1"
"The McGuire Sisters","1"
"The Meters","1"
"The Pioneers","1"
"The Preatures","1"
"The Ramrods","1"
"The Raspberries","1"
"The Smashing Pumpkins","1"
"The Suits","1"
"The Vampires","1"
"The-Dream","1"
"Three 6 Mafia","1"
"Tiffany","1"
"Tirzah","1"
"TOKiMONSTA","1"
"Tosca","1"
"Tune-Yards","1"
"Untold","1"
"Valet","1"
"Vampire Weekend","1"
"Vessels","1"
"Vince Staples","1"
"Visionist","1"
"Wale","1"
"Willis Earl Beal feat. Cat Power","1"
"Women","1"
"Yes","1"
"Young Fathers","1"
"Yppah","1"
"Zomby","1"
